#
#  ecocyc 9.5 Genes link table generated on Wed Jul 27, 2005
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  SwissProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   EG#          = EcoGene identifier
#   b#           = Blattner Genbank record identifier
#   y-name       = EcoGene y-name assigned in 1998 if the function was not established at that time
#   CGSC-ID      = Coli Genetic Stock Center identifier
#   SwissProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
EG10608	EG10608	b3251		31343	P13519	mreB
EG10598	EG10598	b1174		31317	P18198	minE
EG10376	EG10376	b3740		18274	P17113	gidB
EG10375	EG10375	b3741		18277	P17112	gidA
EG10347	EG10347	b0095		143	P06138	ftsZ
EG10344	EG10344	b0089		30409	P16457	ftsW
EG10342	EG10342	b0093		734	P06136	ftsQ
EG10339	EG10339	b0094		738	P06137	ftsA
EG10307	EG10307	b3361		18361	P20605	fic
EG10229	EG10229	b2321			P15286	flk
EG10203	EG10203	b0839		34706	P08506	dacC
EG10201	EG10201	b0632		886	P04287	dacA
EG11498	EG11498	b3262	yhdJ		P28638	yhdJ
G7929		b4332	yjiJ		P39381	yjiJ
G7867		b4210	ytfF		P39314	ytfF
G7840		b4159	yjeP		P39285	yjeP
G7833		b4141	yjeH		P39277	yjeH
G7748		b3414	yghI		P46847	gntY
G7711		b3333	yheK		P45763	gspL
G7710		b3332	yheJ		P45762	gspK
G7709		b3331	yheI		P45761	gspJ
G7708		b3330	yheH		P45760	gspI
G7707		b3329			P41443	gspH
G7706		b3328			P41442	gspG
G7705		b3327			P41441	gspF
G7704		b3326	yheG		P45759	gspE
G7703		b3325	yheF		P45758	gspD
G7702		b3324	yheE		P45757	gspC
G7701		b3323	yheD		P45756	gspA
G7644		b3150	yraP		P45467	ecfH
G7528		b2952	yggT		P52058	yggT
G7526		b2950	yggR		P52052	yggR
G7460		b2832	ygdQ		Q46931	ygdQ
G7396		b2666	yqaE		P77240	yqaE
G7310		b2493	yfgO		P77406	yfgO
G7233		b2368			P52599	emrK
G7217		b2347	yfdC		P37327	yfdC
G7186		b2292	yfbS		P77741	yfbS
G7172		b2259			P37590	pmrD
G7171		b2258	yfbJ		P76474	yfbJ
G7108		b2063	yegH		P76389	yegH
G7013		b1840	yebZ		P76278	yebZ
G6984		b1798	yeaS		P76249	yeaS
G6945		b1750	ydjX		P76219	ydjX
G6859		b1601	ydgG		P77535	ydgG
G6545		b1039			P52105	csgE
G6544		b1038			P52104	csgF
G6543		b1037			P52103	csgG
G6529		b1022	ycdQ		P75905	pgaC
G6495		b0960	yccS		P75870	yccS
G6465		b0891	yzzV		P61316	lolA
G6445		b0847	ybjL		P75812	ybjL
G6443		b0845	ybjJ		P75810	ybjJ
G6431		b0831	yliC		P75798	yliC
G6417		b0808	ybiO		P75783	ybiO
G6363		b0660	ybeZ		P77349	ybeZ
G6323		b0577	ybdG		P39455	ybdG
G6322		b0574	ylcD		P77239	cusB
G6282		b0513	ybbY		P77328	ybbY
G6267		b0491	ybbM		P77307	ybbM
G6113		b0229			Q47153	fhiA
EG13217	EG13217	b0445	ybaE		P46890	ybaE
EG12455	EG12455	b2835	ygeD		P39196	ygeD
EG12445	EG12445	b2578	yfiK		P38101	yfiK
EG12283	EG12283	b3579	yiaO		P37676	yiaO
EG12220	EG12220	b3474	yhhT		P37622	yhhT
EG12173	EG12173	b3334			P36678	gspM
EG12025	EG12025	b2144	yeiF		P33017	sanA
EG12024	EG12024	b2142	yohK		P33373	yohK
EG11977	EG11977	b1950		761	P33135	fliR
EG11918	EG11918	b4002	yjaI		P32682	zraP
EG11895	EG11895	b2013	yeeE		P33015	yeeE
EG11798	EG11798	b0106	yacD		P36646	hofC
EG11724	EG11724	b3714	yieG		P31466	yieG
EG11682	EG11682	b3204	yhbI		P31222	ptsN
EG11660	EG11660	b1929	yedE		P31064	yedE
EG11653	EG11653	b3807			P27838	cyaY
EG11637	EG11637	b1529	ydeC		P31123	marC
EG11599	EG11599	b1532		32217	P31121	marB
EG11536	EG11536	b3685	yidE		P29211	yidE
EG11471	EG11471	b3827	yigM		P27849	yigM
EG11466	EG11466	b3819	yigH		P27844	rarD
EG11400	EG11400	b3508	yhiD		P26606	yhiD
EG11373	EG11373	b2558	yfhD		P30135	yfhD
EG11157	EG11157	b2840	ygeA		P03813	ygeA
EG10607	EG10607	b0634		18145	P15035	mrdB
G7097		b2046			P77377	wzxC
G6464		b0890			P46889	ftsK
G6137		b0263			P75681	afuB
EG12102	EG12102	b3409		28967	P33650	feoB
EG12101	EG12101	b3408		28964	P33649	feoA
EG11671	EG11671	b2223		37064	P76460	atoE
EG11463	EG11463	b3816		911	P27841	corA
EG10155	EG10155	b2155		916	P17315	cirA
G7747		b3413	yhgH		P46846	gntX
G6461		b0878	ybjY		P75830	macA
EG10629	EG10629	b0543		36935	P23895	emrE
G7856		b4193	yjfS		P39301	ulaA
G7250		b2387	ypdH		P76525	fryB
G7246		b2383	ypdD		P77439	fryA
G0-10241		b4565			P58035	sgcB
EG12770	EG12770	b3139	yraE		P42910	agaC
EG12769	EG12769	b3138	yraD		P42909	agaB
EG12766	EG12766	b3135	yraA		P42906	agaA
EG12556	EG12556	b4304	yjhN		P39365	sgcC
EG12554	EG12554	b4302	yjhL		P39363	sgcA
EG12495	EG12495	b4195	yjfU		P39303	ulaC
EG12494	EG12494	b4194	yjfT		P39302	ulaB
EG12322	EG12322	b0129	yadI		P36881	yadI
EG12260	EG12260	b3533	yhjP		P37653	bcsA
EG11908	EG11908	b3949	yijJ		P32672	frwC
EG11863	EG11863	b3899	yiiJ		P32154	frvB
EG11710	EG11710	b3683	yidO		P31452	glvC
EG11709	EG11709	b3682	yidN		P31451	glvB
EG10272	EG10272	b3005		33384	P18784	exbD
EG10271	EG10271	b3006		804	P18783	exbB
G7808		b3838	ysgB		O69415	tatB
G7806		b3836	yigT		O65938	tatA
G7679		b3227	yhcL		P45428	dcuD
G7507		b2888	ygfU		Q46821	ygfU
G7501		b2882	ygfO		Q46815	ygfO
G7465		b2845	yqeG		Q46940	yqeG
G7437		b2771	ygcS		Q46909	ygcS
G7421		b2740	ygbN		Q46892	ygbN
G7404		b2681			P76629	b2681
G7403		b2680	ygaY		P76628	b2680
G7330		b2536	yfhS		Q47142	hcaT
G7309		b2492			P77733	focB
G7254		b2392	yfeP		P77145	mntH
G7235		b2372	yfdV		P76519	yfdV
G7198		b2322	yfcJ		P77549	yfcJ
G7159		b2246	yfaV		P76470	yfaV
G7130		b2098	yegT		P76417	yegT
G7115		b2076	yegO		P76399	mdtC
G7114		b2075	yegN		P76398	mdtB
G7070		b1985	yeeO		P76352	yeeO
G7004		b1828	yebQ		P76269	yebQ
G6987		b1801	yeaV		P76252	yeaV
G6977		b1791	yeaN		P76242	yeaN
G6962		b1775	ydjK		P76230	ydjK
G6917		b1691	ydiN		P76198	ydiN
G6916		b1690	ydiM		P76197	ydiM
G6893		b1657	ydhP		P77389	ydhP
G6877		b1634	ydgR		P77304	ydgR
G6861		b1605	ydgI		P77429	ydgI
G6858		b1600	ydgF		P77412	YdgF
G6857		b1599	ydgE		P77670	YdgE
G6854		b1596	ynfM		P43531	ynfM
G6817		b1543	ydfJ		P77228	ydfJ
G6786		b1492			P39183	gadC
G6744		b1433	ydcO		P76103	ydcO
G6643		b1296	ycjJ		P76037	puuP
G6620		b1191	ycgO		P76007	cvrA
G6559		b1065	yceL		P77042	mdtH
G6517		b1006	ycdG		P75892	ycdG
G6466		b0899	ycaM		P75835	ycaM
G6440		b0842			Q46966	cmr
G6400		b0770	ybhI		P75763	ybhI
G6393		b0752	ybgR		P75757	zitB
G6280		b0511	ybbW		P75712	ybbW
G6256		b0479			P52067	fsr
G6241		b0427	yajR		P77726	yajR
G6142		b0270	yagG		P75683	yagG
EG20110	EG20110	b3350		83	P45522	kefB
EG13283	EG13283	b2367			P52600	emrY
EG13174	EG13174	b2775	yqcE		P77031	yqcE
EG12908	EG12908	b3370	yhfM		P45539	frlA
EG12853	EG12853	b1336	ydaH		P46133	abgT
EG12802	EG12802	b3196	yrbG		P45394	yrbG
EG12754	EG12754	b3110	yhaO		P42628	yhaO
EG12720	EG12720	b3078	ygjI		P42590	ygjI
EG12631	EG12631	b4476		35461	P76695	gntU
EG12623	EG12623	b0478	ybaL		P39830	ybaL
EG12587	EG12587	b4356	yjjL		P39398	yjjL
EG12576	EG12576	b4337	yjiO		P39386	mdtM
EG12563	EG12563	b4321	yjiB		P39373	gntP
EG12548	EG12548	b4296	yjhF		P39357	yjhF
EG12544	EG12544	b4279	yjhB		P39352	yjhB
EG12539	EG12539	b4265	yjgT		P39344	idnT
EG12475	EG12475	b4156	yjeM		P39282	yjeM
EG12469	EG12469	b4130	yjdL		P39276	yjdL
EG12462	EG12462	b4115	yjdD		P39269	aniC
EG12400	EG12400	b1663	ydhE		P37340	mdtK
EG12393	EG12393	b3063	ygjE		P39414	ygjE
EG12392	EG12392	b1206	ychM		P40877	ychM
EG12380	EG12380	b3415	yhgC	668	P39835	gntT
EG12369	EG12369	b1769	ydjE		P38055	ydjE
EG12367	EG12367	b0575	ybdE		P38054	cusA
EG12268	EG12268	b3547	yhjX		P37662	yhjX
EG12266	EG12266	b3539	yhjV		P37660	yhjV
EG12249	EG12249	b3523	yhjE		P37643	yhjE
EG12241	EG12241	b3514	yhiV		P37637	mdtF
EG12232	EG12232	b3496	yhiP		P36837	yhiP
EG12219	EG12219	b3473	yhhS		P37621	yhhS
EG12141	EG12141	b1660	ydhC		P37597	ydhC
EG12136	EG12136	b2077	yegB		P36554	mdtD
EG12032	EG12032	b2164	yeiM		P33024	yeiM
EG12029	EG12029	b2161	yeiJ		P33021	nupX
EG11953	EG11953	b4081	yjcQ		P32715	mdtO
EG11942	EG11942	b4067	yjcG		P32705	yjcG
EG11940	EG11940	b4065	yjcE		P32703	yjcE
EG11919	EG11919	b4020	yjbB		P32683	yjbB
EG11896	EG11896	b2014	yeeF		P33016	yeeF
EG11883	EG11883	b1429		32106	P25396	tehA
EG11873	EG11873	b3915	yiiP		P32159	fieF
EG11842	EG11842	b3877	yihP		P32137	yihP
EG11841	EG11841	b3876	yihO		P32136	yihO
EG11840	EG11840	b3874	yihN		P32135	yihN
EG11821	EG11821	b0451	ybaG		P37905	amtB
EG11753	EG11753	b1216		30293	P31801	chaA
EG11732	EG11732	b3754	yieO		P31474	yieO
EG11720	EG11720	b3710	yidY		P31462	mdtL
EG11706	EG11706	b3679	yidK		P31448	yidK
EG11704	EG11704	b0462			P31224	acrB
EG11703	EG11703	b0463		1045	P31223	acrA
EG11693	EG11693	b3673	yicQ	36938	P31442	emrD
EG11689	EG11689	b3662	yicM		P31438	yicM
EG11687	EG11687	b3659	yicK		P31436	setC
EG11686	EG11686	b3657	yicJ		P31435	yicJ
EG11640	EG11640	b1534	ydeE		P31126	ydeE
EG11639	EG11639	b1533	ydeD		P31125	ydeD
EG11616	EG11616	b4148		34460	P30743	sugE
EG11566	EG11566	b0045	yaaU		P31679	yaaU
EG11555	EG11555	b0007	yaaJ		P30143	yaaJ
EG11541	EG11541	b3747		81	P30016	trkD
EG11479	EG11479	b3839	yigU		P27857	tatC
EG11459	EG11459	b3795	yifK		P27837	yifK
EG11439	EG11439	b2686		33262	P27304	emrB
EG11419	EG11419	b2182		32582	P28246	bcr
EG11392	EG11392	b1186		30269	P27377	nhaB
EG11354	EG11354	b2685		33259	P27303	emrA
EG11343	EG11343	b1053	yceE		P25744	mdtG
EG11305	EG11305	b0627	ybeC		P25895	tatE
EG11262	EG11262	b3364	yhfH		P21229	tsgA
EG11242	EG11242	b0898	ycaD		P21503	ycaD
EG11194	EG11194	b3654	yicE		P27432	yicE
EG11159	EG11159	b2923	yggA		P11667	argO
EG11104	EG11104	b0591	ybdA		P24077	entS
EG11021	EG11021	b3849		34066	P21166	trkH
EG11020	EG11020	b1363		29963	P23849	trkG
EG11019	EG11019	b3290		84	P23868	trkA
EG10652	EG10652	b0019		15893	P13738	nhaA
EG10521	EG10521	b0047		82	P03819	kefC
EG10267	EG10267	b3266		33608	P24181	acrF
EG10250	EG10250	b2365	yfdD	35717	P08555	dsdX
EG10014	EG10014	b2470	yffA	35697	P24177	acrD
EG12113	EG12113	b3391			P34749	hofQ
EG12095	EG12095	b3175		33484	P33582	secG
EG11096	EG11096	b0407	yajC		P19677	yajC
EG10940	EG10940	b0409		29893	P19674	secF
EG10939	EG10939	b3981		34108	P16920	secE
EG10938	EG10938	b0408		17893	P19673	secD
EG10937	EG10937	b3609		17896	P15040	secB
EG10936	EG10936	b0098		176	P10408	secA
EG10766	EG10766	b3300		18037	P03844	secY
G6421		b0818	ybiR		P75788	ybiR
G5000					P52145	arsA
EG12236	EG12236	b3502		35996	P37310	arsB
G6260		b0484	ybaR		Q59385	copA
EG10515	EG10515	b0696		586	P03961	kdpC
EG10514	EG10514	b0697		587	P03960	kdpB
EG10513	EG10513	b0698		588	P03959	kdpA
G7665		b3200	yhbN		P38685	yhbN
G7570		b3020	ygiS		Q46863	ygiS
G7342		b2548	yphF		P77269	yphF
G7039		b1920	yzzR		P39174	fliY
G7017		b1857	yzzP		P39172	znuA
G6803		b1516	yneA		P76142	lsrB
G6781		b1487	yddS		P76128	ddpA
G6751		b1440	ydcS		P76108	ydcS
G6648		b1310	ycjN		P76042	ycjN
G6430		b0830	yliB		P75797	yliB
G6185		b0320	yahF		P77187	yahF
EG12799	EG12799	b3193	yrbD		P45391	yrbD
EG12517	EG12517	b4227	ytfQ		P39325	ytfQ
EG12075	EG12075	b3476		18226	P33590	nikA
EG12037	EG12037	b2177	yejA		P33913	yejA
EG12012	EG12012	b2131	yehZ		P33362	yehZ
EG11504	EG11504	b0197	yaeC		P28635	metQ
EG10305	EG10305	b0152		11184	P07822	fhuD
EG10294	EG10294	b0592		18385	P14609	fepB
EG10287	EG10287	b4290		782	P15028	fecB
G7650		b3156	yhbS		P45473	yhbS
G7340		b2546	yphD		P77315	yphD
G7037		b1918	yecS		P76315	yecS
G6950		b1755	ynjC		P76224	ynjC
G6802		b1515	ydeZ		P77651	lsrD
G6801		b1514	ydeY		P77672	lsrC
G6780		b1486	yddR		P77308	ddpB
G6779		b1485	yddQ		P77463	ddpC
G6754		b1443	ydcV		P77505	ydcV
G6753		b1442	ydcU		P77156	ydcU
G6650		b1312	ycjP		P77716	ycjP
G6649		b1311	ycjO		P77653	ycjO
G6575		b1118	ycfW		P75958	lolE
G6573		b1116	ycfU		P75956	lolC
G6432		b0832	yliD		P75799	yliD
G6410		b0793	ybhS		P75775	ybhS
G6409		b0792	ybhR		P75774	ybhR
EG12836	EG12836	b3270	yhdY		P45768	yhdY
EG12835	EG12835	b3269	yhdX		P45767	yhdX
EG12800	EG12800	b3194	yrbE		P45392	yrbE
EG12626	EG12626	b3542		33768	P37315	dppC
EG12625	EG12625	b3543		33771	P37316	dppB
EG12520	EG12520	b4230	ytfT		P39328	ytfT
EG12439	EG12439	b4231	yjfF		P37772	yjfF
EG12368	EG12368	b1859	yebI		P39832	znuB
EG12321	EG12321	b0128	yadH		P36880	yadH
EG12308	EG12308	b2561	yfhH		P37767	yfhH
EG12077	EG12077	b3478		33183	P33592	nikC
EG12076	EG12076	b3477		33180	P33591	nikB
EG12040	EG12040	b2179	yejE		P33915	yejE
EG12038	EG12038	b2178	yejB		P33914	yejB
EG12011	EG12011	b2130	yehY		P33361	yehY
EG12009	EG12009	b2128	yehW		P33359	yehW
EG11767	EG11767	b3485	yhhJ		P31993	yhhJ
EG11737	EG11737	b0198	yaeE		P31547	metI
EG10345	EG10345	b3462		18298	P10122	ftsX
EG10303	EG10303	b0153		776	P06972	fhuB
EG10298	EG10298	b0589		31162	P23877	fepG
EG10296	EG10296	b0590		18382	P23876	fepD
EG10289	EG10289	b4288		18394	P15029	fecD
EG10288	EG10288	b4289		35620	P15030	fecC
EG10002	EG10002	b0764		18478	P09834	modB
G7659		b3192	yrbC		P45390	yrbC
G6462		b0879	ybjZ		P75831	macB
EG12070	EG12070	b2211	yojI		P33941	yojI
EG11742	EG11742	b1496	yddA		P31826	yddA
EG11622	EG11622	b0449			P77265	mdl
EG11405	EG11405	b0887		31720	P29018	cydD
EG10928	EG10928	b0377		17914	P24212	sbmA
EG10613	EG10613	b0914		31743	P27299	msbA
EG10012	EG10012	b0886	ycaB	17725	P23886	cydC
G7341		b2547	yphE		P77509	yphE
G6951		b1756	ynjD		P76909	ynjD
G6800		b1513	ydeX		P77257	ego
G6778		b1484	yddP		P77268	ddpD
G6777		b1483	yddO		P77622	ddpF
G6752		b1441	ydcT		P77795	ydcT
G6656		b1318	ycjV		P77481	ycjV
G6574		b1117	ycfV		P75957	lolD
G6489		b0949	ycbI		P43672	uup
G6429		b0829	yliA		P75796	yliA
G6423		b0820	ybiT		P75790	ybiT
G6411		b0794	ybhF		P75776	ybhF
G6266		b0490	ybbL		P77279	ybbL
G6248		b0448			P77265	mdlA
EG12903	EG12903	b3352	yheS		P45535	yheS
EG12837	EG12837	b3271	yhdZ		P45769	yhdZ
EG12801	EG12801	b3195	yrbF		P45393	yrbF
EG12518	EG12518	b4485	ytfR		P39326	ytfR
EG12347	EG12347	b1917	yecC		P37774	yecC
EG12343	EG12343	b4391	yjjK		P37797	yjjK
EG12320	EG12320	b0127	yadG		P36879	yadG
EG12041	EG12041	b2180	yejF		P33916	yejF
EG12010	EG12010	b2129	yehX		P33360	yehX
EG11680	EG11680	b3201	yhbG		P31220	yhbG
EG11657	EG11657	b0495	ybbA		P31219	ybbA
EG11621	EG11621	b0199			P30750	metN
EG10340	EG10340	b3463		736	P10115	ftsE
EG10304	EG10304	b0151		11187	P07821	fhuC
EG10295	EG10295	b0588		4987	P23878	fepC
EG10290	EG10290	b4287		35617	P15031	fecE
G6270		b0496	ybbP		P77504	ybbP
EG12340	EG12340	b0262	yagC		P37009	afuC
EG12223	EG12223	b3486	yhiG		P37624	rbbA
G7814		b3875	yshA		P76773	ompL
G6773		b1472	yddL		P77519	yddL
G6762		b1451	yncD		P76115	yncD
G6700		b1377	ynaG		P77747	ompN
G6657		b1319			P76045	ompG
G6414		b0805	ybiL		P75780	fiu
EG12020	EG12020	b2138	yohH		P33369	mdtQ
EG11364	EG11364	b3720	yieC		P26218	bglH
EG11124	EG11124	b1256	yciD		P21364	ompW
EG11009	EG11009	b3035		97	P02930	tolC
EG11008	EG11008	b0740		98	P19935	tolB
EG10729	EG10729	b0241		396	P02932	phoE
EG10671	EG10671	b0929		435	P02931	ompF
EG10670	EG10670	b2215		436	P06996	ompC
EG10528	EG10528	b4036		575	P02943	lamB
EG10302	EG10302	b0150		777	P06971	fhuA
EG10293	EG10293	b0584		18388	P05825	fepA
EG10286	EG10286	b4291		783	P13036	fecA
EG10126	EG10126	b3966		946	P06129	btuB
G7558		b3001	yghZ		Q46851	yghZ
G6850		b1592	ynfJ		P76175	clcB
G6255		b0465			P77338	kefA
EG13270	EG13270	b0875			P48838	aqpZ
EG12331	EG12331	b0155	yadQ		P37019	clcA
EG11606	EG11606	b1250		35309	P31069	kch
EG11180	EG11180	b3291	yhdC	35417	P23867	mscL
EG11160	EG11160	b2924	yggB		P11666	mscS
EG10602	EG10602	b1889		490	P09349	motB
EG10601	EG10601	b1890		491	P09348	motA
G7767		b3472	yhhR		P37620	dcrB
G7593		b3070	yqjH		Q46871	yqjH
G7541		b4466	yghJ		Q46838	yghJ
G7537		b2970	yghF		Q46834	ecfA
G7535		b2968	yghD		Q46832	ecfC
G7503		b4464	ygfQ		Q46818	ygfQ
G7405		b2682	ygaZ		P76630	ygaZ
G6914		b1688	ydiK		P77175	ydiK
G6674		b1342	ydaN		P64423	ydaN
G6321		b0573	ylcC		P77214	cusF
G6193		b0328	yahN		P75693	yahN
EG12875	EG12875	b0772	ybhC		P46130	ybhC
EG11445	EG11445	b2918	ygfD		P27254	argK
EG11338	EG11338	b1051		34718	P25738	msyB
EG11059	EG11059	b2319			P08390	usg
EG10955	EG10955	b3129		35411	P15373	sohA
EG10297	EG10297	b0587		18379	P26266	fepE
EG10167	EG10167	b0598	ybdC	31179	P15078	cstA
G7947		b4365	yjjQ		P39403	yjjQ
G7931		b4334	yjiL		P39383	yjiL
G7715		b3346	yheO		P45533	yheO
G7689		b3244	yhdO		P46473	tldD
G7662		b3197	yrbH		P45395	yrbH
G7656		b3183	yhbZ		P42641	obgE
G7595		b3072	yqjJ		P50466	aer
G7571		b3021	ygiT		Q46864	ygiT
G7467		b2847	yqeI		Q46942	yqeI
G7434		b2768	ygcP		Q46906	ygcP
G7243		b2380	ypdA		P76523	ypdA
G7242		b2379	yfdZ		P77434	yfdZ
G7184		b2290	yfbQ		P77727	yfbQ
G6936		b1731	ydjP		P76211	cedA
G6931		b1726	yniB		P76208	yniB
G6927		b1721			P77764	arpB_2
G6787		b1497	ydeM		P76134	ydeM
G6749		b1438	ydcQ		P67697	ydcQ
G6532		b1025	ycdT		P75908	ycdT
G6513		b0992	yccM		P52636	yccM
G6444		b0846	ybjK		P75811	ybjK
G6420		b0817	ybiQ		P75787	mntR
G6405		b0788	ybhN		P75770	ybhN
G6273		b0502	ylbG		P77688	ylbG
EG12335	EG12335	b0162	yaeG		P37047	cdaR
EG11995	EG11995	b2118	yehI		P33346	yehI
EG11733	EG11733	b3755	yieP		P31475	yieP
EG11731	EG11731	b3746	yieN		P31473	yieN
EG11694	EG11694	b3674	yidF		P31443	yidF
EG11643	EG11643	b1535	ydeH		P31129	ydeH
EG11512	EG11512	b0010	yaaH		P28695	yaaH
EG11503	EG11503	b0195	yaeB		P28634	yaeB
EG11432	EG11432	b2399	yfeD		P27238	yfeD
EG11431	EG11431	b2398	yfeC		P27239	yfeC
EG11394	EG11394	b3963	yijC		P27307	fabR
EG11390	EG11390	b3495		28127	P28242	uspA
EG11356	EG11356	b1921	yedH		P52627	fliZ
EG11260	EG11260	b3765	yifB		P22787	yifB
EG11257	EG11257	b0385	yaiC		P21830	adrA
EG11181	EG11181	b3337	yheA		P13655	bfd
EG11162	EG11162	b2929	yggD		P11663	yggD
EG10125	EG10125	b0435		31032	P15298	bolA
G7045		b1952			P40678	dsrB
G0-9941		b4577				sgrS
G0-9611		b4429				sokB
G0-9608		b4424				rdlC
G0-9606		b4422				rdlB
G0-9603		b4420				rdlA
G0-9581		b4413				sokC
EG10535	EG10535	b1139		554	P11072	lit
G6301		b0545	ybcL		P77368	ybcL
EG12401	EG12401	b2517	yfgB		P36979	yfgB
EG11238	EG11238	b0773	ybhB		P12994	ybhB
EG11034	EG11034	b4355		63	P02942	tsr
EG11018	EG11018	b1421		85	P05704	trg
EG10988	EG10988	b1886		122	P07017	tar
EG10987	EG10987	b1885		123	P07018	tap
EG10255	EG10255	b2209		32630	P23827	eco
EG10170	EG10170	b3806		902	P00936	cyaA
EG10149	EG10149	b1887		925	P07365	cheW
G6876		b1632	ydgQ		P77179	rsxE
G6875		b1631	ydgP		P77285	rsxG
G6874		b1630	ydgO		P76182	rsxD
G6873		b1629	ydgN		P77611	rsxC
G6872		b1628	ydgM		P77223	rsxB
G6871		b1627	ydgL		P76181	rsxA
EG12866	EG12866	b1831	yobC		P45577	proQ
G6209		b0357	yaiN		P55756	frmR
EG12712	EG12712	b2687	ygaG		P45578	luxS
G6799		b1512	ydeW		P76141	lsrR
EG10571	EG10571	b2783		33283	P18534	mazE
EG12094	EG12094	b0069	yabN		P33595	sgrR
EG12031	EG12031	b2163	yeiL		P33023	yeiL
G7951		b4377	yjjU		P39407	yjjU
G7944		b4357	yjjM		P39399	yjjM
G7909		b4295	yjhU		P39356	yjhU
G7869		b4212	ytfH		P39316	ytfH
G7657		b3190	yrbA		P43781	yrbA
G7601		b3082	ygjM		P42594	ygjM
G7575		b3025	ygiX		P52076	qseB
G7397		b2667	ygaV		P77295	ygaV
G7344		b2550	yphH		P76586	yphH
G6889		b1649	ydhM		P76189	ydhM
G6853		b1595	ynfL		P77559	ynfL
G6774		b1477	yddM		P67699	yddM
G6630		b1213	ychQ		Q46755	ychQ
G6623		b1194	ycgR		P76010	ycgR
G6576		b1119	ycfX		P75959	ycfX
G6569		b1111	ycfQ		P75952	ycfQ
G6384		b0715	ybgN		P75747	abrB
G6165		b0294	ykgK		P71301	ykgK
G6153		b0282	yagP		P75684	yagP
G0-9621						torI
EG12860	EG12860	b1853	yebK		P46118	yebK
EG12431	EG12431	b1299	ycjC		P38522	puuR
EG12096	EG12096	b4225	yjfE	33290	P33647	chpB
EG12006	EG12006	b2125	yehT		P33356	yehT
EG11544	EG11544	b3512	yhiE		P29688	gadE
EG11450	EG11450	b3764	yifE		P27827	yifE
EG11251	EG11251	b1214	ychA		P20101	ychA
EG11250	EG11250	b4224	yjfB	33293	P08365	chpS
G7699		b3283	yrdD		P45771	yrdD
G6869		b1625	ydgT		P64467	ydgT
G6577		b1120	ycfY		P75960	cobB
G0-10202						istR-1
G0-10201						istR-2
EG10711	EG10711	b4108	yjdM		P16680	yjdM
EG10597	EG10597	b1175		31326	P18197	minD
EG10596	EG10596	b1176		31329	P18196	minC
G6207		b0354	yaiL		P51024	yaiL
EG12048	EG12048	b2186	yejK		P33920	yejK
EG11016	EG11016	b1229		87	P02338	tpr
EG10467	EG10467	b0440		18235	P02341	hupB
EG10466	EG10466	b4000		34243	P02342	hupA
G6493		b0955	ycbZ		P75867	ycbZ
EG11113	EG11113	b0970	yccA		P06967	yccA
G7539		b2972	yghH		Q46836	pppA
EG10548	EG10548	b0027		11326	P00804	lspA
EG10530	EG10530	b2568		573	P00803	lepB
EG10346	EG10346	b3464		18295	P10121	ftsY
EG10300	EG10300	b2610		33006	P07019	ffh
G7949		b4367	yjjS		P39405	fhuF
G7865		b4207	ytfC		P39311	fklB
G7744		b3401	yrfI		P45803	hslO
G7716		b3347	yzzS		P45523	fkpA
G7638		b3143	yraI		P42914	yraI
G7586		b3047	yqiH		P77616	yqiH
G7207		b2336	yfcS		P77599	yfcS
G7055		b1967	yzzC		P31658	hchA
G6481		b0939	ycbR		P75856	ycbR
G6386		b0717	ybgP		P75749	ybgP
G6357		b0650	ybeW		P77319	hscC
G6356		b0649	ybeV		P77359	djlC
G6353		b0646	ybeS		P77381	djlB
G6333		b0604	ybdP		P77202	dsbG
G6291		b0531			P77249	sfmC
G6242		b0441	ybaU		P77241	ppiD
EG12397	EG12397	b0944	ycbF		P40876	ycbF
EG12394	EG12394	b1778	yeaA		P39903	msrB
EG12352	EG12352	b3775		35829	P39159	ppiC
EG12311	EG12311	b2524	yfhJ		P37096	iscX
EG12200	EG12200	b2069	yegD		P36928	yegD
EG12195	EG12195	b0998		29980	P36662	torD
EG12194	EG12194	b0999	yccD		P63264	cbpM
EG12193	EG12193	b1000		31822	P36659	cbpA
EG12130	EG12130	b2526		32977	P36541	hscA
EG11989	EG11989	b2110	yehC		P33342	yehC
EG11973	EG11973	b0140		30513	P33128	ecpD
EG11803	EG11803	b2992		33424	P37183	hybE
EG11663	EG11663	b3349		35441	P30856	slyD
EG11570	EG11570	b0055	yabH		P31680	djlA
EG11515	EG11515	b3215	yhcA		P28722	yhcA
EG11433	EG11433	b4219		34400	P27110	msrA
EG11297	EG11297	b3860		34063	P24991	dsbA
EG11197	EG11197	b3705	yidC		P25714	yidC
EG11080	EG11080	b0028	yaaD		P22563	fkpB
EG11070	EG11070	b2893		33355	P21892	dsbC
EG11003	EG11003	b0436		35681	P22257	tig
EG10985	EG10985	b0053		30326	P21202	surA
EG10758	EG10758	b0525		31117	P23869	ppiB
EG10757	EG10757	b3363		31121	P20752	ppiA
EG10741	EG10741	b4235		34577	P24231	pmbA
EG10600	EG10600	b4142		493	P05380	groE
