#
#  ecocyc 9.5 Genes link table generated on Wed Jul 27, 2005
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  SwissProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   EG#          = EcoGene identifier
#   b#           = Blattner Genbank record identifier
#   y-name       = EcoGene y-name assigned in 1998 if the function was not established at that time
#   CGSC-ID      = Coli Genetic Stock Center identifier
#   SwissProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
G6689		b1366	ydaY		P76069	ydaY
G6688		b1365	ynaK		P76068	ynaK
G6687		b1364			P76067	b1364
G6686		b1362			P77551	rzpR
G6685		b1361	ydaW		P76066	ydaW
G6684		b1360	ydaV		P77546	ydaV
G6683		b1359	ydaU		P76065	ydaU
G6682		b1358	ydaT		P76064	ydaT
G6681		b1357	ydaS		P76063	ydaS
G6680		b1356	ydaR		P76062	racR
G6679		b1355	ydaG		P76061	ydaG
G6678		b1354			P76060	b1354
G6677		b1346	ydaQ		P76057	ydaQ
G6676		b1345	ydaP		P76056	intR
G6672		b1340	ydaL		P76053	ydaL
G6601		b1161	ycgX		P75988	ycgX
G6599		b1157	ycfE		P33227	stfE
G6598		b1155	ymfS		P09154	ymfS
G6597		b1153	ymfQ		P75982	ymfQ
G6596		b1152	ymfP		P75981	ymfP
G6595		b1151	ymfO		P75980	ymfO
G6594		b1150	ymfR		P75979	ymfR
G6593		b1149	ymfN		P75978	ymfN
G6592		b1148	ymfM		P75977	ymfM
G6591		b1147	ymfL		P75976	ymfL
G6590		b1146			P75975	b1146
G6589		b1145	ymfK		P75974	ymfK
G6588		b1144	ymfJ		P75973	b1144
G6587		b1143	ymfI		P75972	ymfI
G6586		b1142	ymfH		P75971	b1142
G6585		b1141	ymfG		P75970	ymfG
G6583		b1138	ymfE		P75968	ymfE
G6582		b1137	ymfD		P75967	ymfD
G6317		b0563	ylcE		P77087	ylcE
G6316		b0562	ybcY		P77460	ybcY
G6314		b0559	ybcW		P75720	ybcW
G6313		b0558	ybcV		P77598	ybcV
G6312		b0557	ybcU		P77330	borD
G6311		b0556	ybcT		P75719	rzpD
G6310		b0555	ybcS		P78285	ybcS
G6309		b0554	ybcR		P77242	essD
G6308		b0552			P03837	b0552
G6307		b0551	ybcQ		Q47274	ybcQ
G6305		b0549	ybcO		Q47271	ybcO
G6304		b0548			Q47270	ninE
G6303		b0547	ybcN		Q47269	ybcN
G6302		b0546	ybcM		P77634	ybcM
G6300		b0544	ybcK		P77698	ybcK
G6298		b0542	ybcE		P75718	renD
G6297		b0372			P77673	tra5_2
G6296		b0540			P77681	b0540
G6295		b0539	ybcC		P75717	ybcC
G6294		b0538			P77528	b0538
G6152		b0281	yagO		P71298	intF
G6151		b0280	yagN		P71297	yagN
G6150		b0279	yagM		P71296	yagM
G6149		b0278	yagL		P77607	yagL
G6148		b0277	yagK		P77657	yagK
G6147		b0276	yagJ		P77169	yagJ
G6146		b0275			P03827	insA_3
G6145		b0274			Q47302	insB_3
G6141		b0269	yagF		P77596	yagF
G6140		b0268	yagE		P75682	yagE
G6139		b0275			P03827	insA_2
G6138		b0274			Q47302	insB_2
G6134		b0259			P03837	b0259
G6133		b0258	ykfC		Q47688	ykfC
G6132		b0257			P75680	b0257
G6131		b0256			P37246	tra8_1
G6130		b0255			P75679	b0255
G6129		b0254			Q57083	perR
G6128		b0253	ykfA		P75678	ykfA
G6127		b0252	yafZ		P77206	yafZ
G6125		b0250	ykfB		P77162	ykfB
G6124		b0249	ykfF		P75677	ykfF
G6123		b0248	yafX		P75676	yafX
G6122		b0247	ykfG		Q47685	ykfG
EG12877	EG12877	b1154	ycfK		P45581	ycfK
EG12843	EG12843	b0468	ybaN		P45808	ybaN
EG12370	EG12370	b1140	ycfI		P75969	intE
EG12364	EG12364	b4271	yjgC		P39347	intB
EG12339	EG12339	b0266	yagB		P37008	yagB
EG12338	EG12338	b0267	yagA		P37007	yagA
EG12205	EG12205	b1558			P39819	cspF
EG12203	EG12203	b1557		32231	P36995	cspB
EG12155	EG12155	b1352	ydaD		P38393	kil
EG12154	EG12154	b1353			P38392	sieB
EG11901	EG11901	b1347	ydaC		P33230	ydaC
EG11900	EG11900	b1348	ydaB	37053	P33229	lar
EG11899	EG11899	b1349		32070	P33228	recT
EG11783	EG11783	b2622		33082	P32053	intA
EG11635	EG11635	b0560			P31062	nohB
EG11634	EG11634	b1548			P31061	nohA
EG11304	EG11304	b1577	ydfE		Q47138	ydfE
EG11303	EG11303	b1576	ydfD		P29010	ydfD
EG11302	EG11302	b1573	ydfC		P21418	rzpQ
EG11301	EG11301	b1572	ydfB		P29009	ydfB
EG11300	EG11300	b1571	ydfA		P29008	ydfA
EG11130	EG11130	b1562		17953	P07009	hokD
EG11129	EG11129	b1561			P07010	rem
EG11120	EG11120	b1156	ycfA		P09153	tfaE
EG10813	EG10813	b1351		32076	P15033	racC
EG10737	EG10737	b1158			P03014	pinE
EG10659	EG10659	b0553		447	P21420	nmpC
EG10573	EG10573	b1159		10961	P24200	mcrA
EG10507	EG10507	b0537			P24218	intD
EG10228	EG10228	b1569		18421	P06965	dicC
EG10227	EG10227	b1575		18424	P09557	dicB
EG10226	EG10226	b1570		18427	P06966	dicA
G7930		b4333	yjiK		P39382	yjiK
G7567		b3014	yqhH		Q46860	yqhH
G7484		b2865	ygeR		Q46798	ygeR
G7316		b2505	yfgH		P76572	yfgH
G6629		b1202	ycgV		P76017	ycgV
EG11987	EG11987	b2108	yehA		P33340	yehA
G7371		b2636	yfjS		O52982	yfjS
G6528		b1021	ycdP		P75904	pgaD
G6126		b0251	yafY		P77365	yafY
EG11851	EG11851	b3886	yihY		P0A8K8	yihY
EG10779	EG10779	b1307			P23856	pspD
EG12854	EG12854	b0742	ybgF		P45955	ybgF
EG11244	EG11244	b2922	yggE		P11668	yggE
G7451		b2793			P43526	syd
G6992		b1808	yoaA		P76257	yoaA
EG11831	EG11831	b3859	yihE		P32127	rdoA
EG10412	EG10412	b3500		665	P06715	gor
G7319		b2511	yfgK		P77254	der
G6167		b0296	ykgM		P71302	ykgM
G7640		b3145	yraK		P43319	yraK
G7637		b3142	yraH		P42913	yraH
G7210		b2339	yfcV		P77288	yfcV
G7206		b2335	yfcR		P76501	yfcR
G7205		b2334	yfcQ		P76500	yfcQ
G7204		b2333	yfcP		P76499	yfcP
G6794		b1504	ydeS		P77789	ydeS
G6793		b1503	ydeR		P77294	ydeR
G6485		b0943	ycbV		P75860	ycbV
G6484		b0942	ycbU		P75859	ycbU
G6483		b0941	ycbT		P75858	ycbT
G6480		b0938	ycbQ		P75855	ycbQ
G6290		b0530			P77660	sfmA
EG12388	EG12388	b0534	ybcG		P38052	sfmF
EG12363	EG12363	b3043	ygiL		P39834	ygiL
EG12359	EG12359	b0719	ybgD		P37909	ybgD
EG12328	EG12328	b0141	yadN		P37050	yadN
EG12327	EG12327	b0138	yadM		P37018	yadM
EG12107	EG12107	b0108			P36647	ppdD
EG12106	EG12106	b0107			P36645	hofB
EG11990	EG11990	b2111	yehD		P33343	yehD
EG11974	EG11974	b4315			P39264	fimI
EG11678	EG11678	b0135	yadC		P31058	yadC
EG10314	EG10314	b4319			P08190	fimG
EG10313	EG10313	b4318		18343	P08189	fimF
EG10308	EG10308	b4314		18358	P04128	fimA
EG11353	EG11353	b3626		17611	P27129	rfaJ
EG11352	EG11352	b3627		17614	P27128	rfaI
EG11351	EG11351	b3628		17617	P27127	rfaB
EG11893	EG11893	b2010	yeeC		P33013	dacD
G7946		b4364	yjjP		P39402	yjjP
G7933		b4336	yjiN		P39385	yjiN
G7889		b4262	yjgQ		P39341	yjgQ
G7874		b4220	ytfM		P39320	ytfM
G7849		b4184	yjfL		P39294	yjfL
G7837		b4149	yjeL		P39281	blc
G7832		b4140	yjeG		P37147	fxsA
G7686		b3241	yhcQ		P46482	aaeA
G7685		b3240	yhcP		P46481	aaeB
G7670		b3216	yhcD		P45420	yhcD
G7655		b3173	yhbX		P42640	yhbX
G7639		b3144	yraJ		P42915	yraJ
G7618		b3104	yhaI		P42622	yhaI
G7617		b3103	yhaH		P42621	yhaH
G7608		b3090	ygjV		P42603	ygjV
G7605		b3086	ygjQ		P42598	ygjQ
G7589		b3051	yqiK		P77306	yqiK
G7585		b3046	yqiG		P76655	yqiG
G7559		b3002	yqhA		P52082	yqhA
G7337		b2543	yphA		P77751	yphA
G7317		b2506	yfgI		P76573	yfgI
G7216		b2346			P76506	vacJ
G7209		b2338	yfcU		P77196	yfcU
G7208		b2337			P77196	b2337
G7190		b2298	yfcC		P39263	yfcC
G7155		b2228	yfaS		P76465	yfaS_1
G7147		b2175	yeiV		P77685	spr
G7138		b2106	yohM		P76425	yohM
G7113		b2074	yegM		P76397	mdtA
G7060		b1972	yedZ		P76343	yedZ
G7054		b1966	yedS		P76335	yedS_3
G7052		b1964	yedS		P76335	yedS_1
G7028		b1880	yecQ		P76299	flhB
G6990		b1806	yeaY		P76255	yeaY
G6975		b1789	yeaL		P76240	yeaL
G6884		b1644	ydhJ		P76185	ydhJ
G6881		b1641			P55741	slyB
G6866		b1615			Q47706	uidC
G6863		b1607	ydgC		P52110	ydgC
G6840		b1582	ynfA		P76169	ynfA
G6795		b1505	ydeT		P76137	ydeT
G6666		b1330	ynaI		P77253	ynaI
G6531		b1024	ycdS		P75907	pgaA
G6530		b1023	ycdR		P75906	pgaB
G6508		b0987	ymcD		P75885	ymcD
G6504		b0983	yccZ		P75881	yccZ
G6482		b0940	ycbS		P75857	ycbS
G6418		b0815	ybiP		P75785	ybiP
G6412		b0795	ybhG		P75777	ybhG
G6404		b0787	ybhM		P75769	ybhM
G6387		b0718	ybgQ		P75750	ybgQ
G6370		b0681	ybfM		P75733	ybfM
G6361		b0658	ybeX		P77392	ybeX
G6320		b0572	ylcB		P77211	cusC
G6292		b0532			P77468	sfmD
G6287		b0518	ylbD		Q47208	fdrA
G6265		b0489	ybbK		P77367	ybbK
G6093		b0177	yzzY		P39170	ecfK
EG12713	EG12713	b1473	yddG		P46136	yddG
EG12709	EG12709	b1958	yedI		P46125	yedI
EG12444	EG12444	b1110	ycfJ		P37796	ycfJ
EG12442	EG12442	b4461	yfjD		P37908	yfjD
EG12434	EG12434	b3055	ygiM		P39202	ecfG
EG12315	EG12315	b0117	yacH		P36682	yacH
EG12290	EG12290	b3586	yiaV		P37683	yiaV
EG12288	EG12288	b3584	yiaT		P37681	yiaT
EG12282	EG12282	b3578	yiaN		P37675	yiaN
EG12271	EG12271	b3552	yiaD		P37665	yiaD
EG12240	EG12240	b3513	yhiU		P37636	mdtE
EG12224	EG12224	b3487	yhiI		P37626	yhiI
EG12217	EG12217	b3471	yhhQ		P37619	yhhQ
EG12161	EG12161	b0297			P36943	eaeH
EG12134	EG12134	b0813	ybiF		P36545	ybiF
EG12117	EG12117	b0814	ybiG		P36546	ompX
EG12111	EG12111	b2742		33225	P33648	nlpD
EG12017	EG12017	b2136	yohD		P33366	yohD
EG11988	EG11988	b2109	yehB		P33341	yehB
EG11972	EG11972	b0139		30510	P33129	htrE
EG11954	EG11954	b4082	yjcR		P32716	mdtN
EG11952	EG11952	b4080	yjcP		P32714	mdtP
EG11924	EG11924	b4027	yjbF		P32687	yjbF
EG11914	EG11914	b3955	yijP		P32678	yijP
EG11764	EG11764	b3597	yibH		P32107	yibH
EG11740	EG11740	b0568		31154	P31600	nfrA
EG11739	EG11739	b0569		31157	P31599	nfrB
EG11613	EG11613	b4114	yjdB		P30845	yjdB
EG11499	EG11499	b3184	yhbE		P28636	yhbE
EG11465	EG11465	b3818	yigG		P27843	yigG
EG11345	EG11345	b1132	ycfC		P25746	hflD
EG11293	EG11293	b1209	ychC	31940	P61320	lolB
EG11267	EG11267	b3563	yiaB		P11286	yiaB
EG11186	EG11186	b3562	yiaA		P11287	yiaA
EG11152	EG11152	b2605	yfiB		P07021	yfiB
EG11141	EG11141	b1959	yedA		P09185	yedA
EG11133	EG11133	b1708		35802	P23898	nlpC
EG11123	EG11123	b1255	yciC		P21365	yciC
EG11012	EG11012	b1252		90	P02929	tonB
EG11011	EG11011	b0738		17812	P05829	tolR
EG11010	EG11010	b0737		17815	P05828	tolQ
EG11007	EG11007	b0739		99	P19934	tolA
EG10952	EG10952	b2617			P23089	smpA
EG10951	EG10951	b4387	ytjB	34649	P18838	ytjB
EG10854	EG10854	b0633		17932	P10100	rlpA
EG10684	EG10684	b0741		35129	P07176	pal
EG10669	EG10669	b0957		437	P02934	ompA
EG10658	EG10658	b2477		33030	P21167	nlpB
EG10657	EG10657	b3661		35704	P04846	nlpA
EG10397	EG10397	b3424		18262	P09391	glpG
EG10311	EG10311	b4317		18349	P30130	fimD
EG10266	EG10266	b3265		813	P24180	acrE
EG10218	EG10218	b2314			P09549	dedD
EG10169	EG10169	b2313		32727	P08550	cvpA
EG10145	EG10145	b4400		929	P08369	creD
EG10015	EG10015	b2516	yfgA		P27434	yfgA
G6548		b1043	ycdE		P52107	csgC
G7940		b4347	yjiW		P39394	yjiW
G6933		b1728	ydjM		P64481	ydjM
G0-9962			ysdB			tisB
EG11775	EG11775	b0685	ybfE		P75735	ybfE
G0-9561		b4409			P56976	blr
EG12867	EG12867	b0376	yaiH		P46127	ampH
EG12237	EG12237	b3503		35999	P37311	arsC
EG11884	EG11884	b1430		32109	P25397	tehB
EG11665	EG11665	b3057		29739	P60932	uppP
EG10042	EG10042	b0111		30481	P13017	ampE
G7381		b2646	ypjF		Q46953	ypjF
G7358		b2619	yfjG		P52121	yfjG
G7085		b2005	yeeV		P76365	yeeV
G7084		b2004	yeeU		P76364	yeeU
G6619		b1182	ycgD		P77335	hlyE
G6121		b0246	yafW		Q47684	yafW
G6120		b0245	ykfI		P77692	ykfI
G6117		b0233	yafO		Q47157	yafO
G0-9613		b4455	yiaZ		P37305	hokA
G0-9610		b4428	ydcB		P77494	hokB
G0-9607		b4423				ldrC
G0-9605		b4421			Q6BF87	ldrB
G0-9602		b4419			Q6BF86	ldrA
G0-9563		b4412			P22982	hokC
G0-9041		b4453				ldrD
EG10373	EG10373	b0018			P33236	mokC
G7497		b2878	ygfK		Q46811	ygfK
G7312		b2495	yfgD		P76569	yfgD
G7287		b2457	yffZ		P77606	eutM
G7286		b2456	yffY		P77633	eutN
G7024		b1874			P67826	cutC
G6983		b1797	yeaR		P76248	yeaR
G6886		b1646			P53635	sodC
G6660		b1324	yzzJ		P37901	tpx
G6245		b0444	ybaX		P77756	ybaX
EG12137	EG12137	b0192		35748	P40710	nlpE
EG11723	EG11723	b3713	yieF		P31465	yieF
EG11384	EG11384	b0605		31190	P26427	ahpC
EG10954	EG10954	b1656		15256	P09157	sodB
EG10953	EG10953	b3908		17593	P00448	sodA
EG10511	EG10511	b3942		14983	P13029	katG
EG10509	EG10509	b1732		593	P21179	katE
EG10108	EG10108	b2480		33035	P23480	bcp
G7014		b1841	yobA		P76279	yobA
EG12633	EG12633	b3034	yzzG		P36651	nudF
EG11691	EG11691	b3664	yicO		P31440	yicO
G7033		b1902	yecI		P52091	ftnB
EG10921	EG10921	b1905		32521	P23887	ftnA
EG10113	EG10113	b3336		32528	P11056	bfr
G7075		b1995	yoeA		P76356	b1995
EG12657	EG12657	b3029	ygiN		P40718	ygiN
EG11569	EG11569	b0054	yabG	36754	P31554	imp
G7607		b3088	ygjT		P42601	alx
G6855		b1597			P36560	asr
EG11422	EG11422	b2237	yfaG	32692	P27294	inaA
G7942		b4354	yjiY		P39396	yjiY
G6839		b1581			P38104	rspA
G6838		b1580			P38105	rspB
EG11890	EG11890	b3506		33726	P37194	slp
EG10978	EG10978	b3228		33594	P25663	sspB
G7743		b3400	yrfH		P45802	hslR
G6825		b1552			P77605	cspI
G6702		b1379	ydbI		P52644	hslJ
G6511		b0990			Q47130	cspG
G6470		b0909	ycaL		P43674	ycaL
EG11535	EG11535	b3686		33843	P29210	ibpB
EG11534	EG11534	b3687		33847	P29209	ibpA
EG11429	EG11429	b3989		34265	P27375	htrC
EG10462	EG10462	b1829		32320	P23894	htpX
EG12859	EG12859	b1424	yzzZ		P40120	mdoD
EG11886	EG11886	b1049		31852	P62517	mdoH
EG11391	EG11391	b4376		34640	P27291	osmY
EG10680	EG10680	b1482		32184	P23929	osmC
EG10679	EG10679	b1283		31965	P17873	osmB
G7061		b1973	yodA		P76344	yodA
G7031		b1895	yecG		P46888	uspC
G6783		b1489	yddU		P76129	dos
EG12231	EG12231	b3494	yhiO		P37632	uspB
EG11877	EG11877	b3923	yiiT		P32163	uspD
EG11246	EG11246	b1333	ydaA		P03807	uspE
EG10780	EG10780	b1308		32018	P23857	pspE
G6114		b0230			Q47154	mbhA
EG12252	EG12252	b3525	yhjH		P37646	yhjH
EG10150	EG10150	b1882		924	P06143	cheY
G7498		b2879	ygfL		Q46812	ssnA
EG10270	EG10270	b2566		29010	P06616	era
G7873		b4218	ytfL		P39319	ytfL
G7472		b2852	ygeH		P76639	ygeH
G7459		b2830	ygdP		Q46930	nudH
G6743		b1432	ydcM		P76102	ydcM
G6561		b1069	yceN		P75932	mviN
G6560		b1068	yceM		P75931	mviM
G6334		b0607	yzzU		P39177	uspG
G0-9121			yoeB			yoeB
EG12844	EG12844	b2017	yefM		P46147	yefM
EG11933	EG11933	b4050	yjbO		P32696	pspG
EG11398	EG11398	b3510	yhiB	33734	P26604	hdeA
G7424		b2748	ygbQ		Q46894	ftsB
G7258		b2412			P77173	zipA
G7196		b2304	yfcH		P77775	yfcH
EG12878	EG12878	b2910	ygfE		P45580	zapA
EG12371	EG12371	b3163	yhbM		P39833	nlpI
EG12297	EG12297	b3613	yibP		P37690	envC
EG12261	EG12261	b3534	yhjQ		P37655	yhjQ
EG12216	EG12216	b3470	yhhP		P37618	sirA
EG12209	EG12209	b0624	ybeI		P37002	crcB
EG11529	EG11529	b3933		34153	P29131	ftsN
EG11507	EG11507	b3179		33511	P28692	rrmJ
EG11376	EG11376	b3017		33437	P26648	sufI
EG11203	EG11203	b3865	yihA		P24253	yihA
EG11183	EG11183	b3388	yhfB		P11557	damX
EG11122	EG11122	b1254	yciB		P21366	yciB
EG11086	EG11086	b0083	yabD	30402	P22187	ftsL
EG10618	EG10618	b0924		31516	P22523	mukB
