# The data in this file were provided by Tyrell Conway's laboratory at
# OUMCF.  Samples were collected during a classic glucose-lactose
# diauxie experiment.  E. coli cells were grown in minimal medium
# containing 0.05% glucose and 0.15% lactose.  The dataset can be
# approximately divided into growth phases as follows:
# Timepoints 1-5 show logarithmic growth on glucose; time points 6-10
# reflect the diauxic lag phase, when cells shift from growth on
# glucose to growth on lactose; time points 11-14 reflect logarithmic
# growth on lactose; and time points 15-17 were taken during
# stationary phase.  Control values were obtained by averaging data
# from 12 hybridization experiments using samples from the early
# logarithmic growth phase.  A publication describing the results is
# available: Chang et al., Mol Microbiol. 2002 Jul;45(2):289-306.  See
# also http://www.ou.edu/microarray/oumcf/growth_trans.htm.
#
#BNUM	GENE	Timept 1	Timept 2	Timept 3	Timept 4	Timept 5	Timept 6	Timept 7	Timept 8	Timept 9	Timept 10	Timept 11	Timept 12	Timept 13	Timept 14	Timept 15	Timept 16	Timept 17
b0541	tra5_2	0.082240545	0.050762068	-0.043779961	-0.163077779	0.115331318	-0.399651629	-0.370263645	-0.52437422	-0.118922503	-0.072390393	-0.270223122	-0.023739315	-0.080733944	0.02619362	-0.013997603	0.102885055	-0.028106637
b0542	b0542	-0.186689197	-0.029779697	0.24507101	0.104807607	0.00290747	-0.008996315	0.205791647	0.329137386	0.209779859	0.109846612	0.283209009	-0.175812465	-0.081478608	0.003207707	0.173795543	0.258064726	0.238853467
b0543	emrE	0.033463715	0.161050223	0.121113152	0.090940534	0.218380537	0.135030442	0.119911839	0.094871976	0.092667802	0.21688038	0.210403067	0.041358362	0.136469375	0.109598138	0.025524128	0.158319032	0.068705134
b0544	ybcK	0.044955103	0.09491849	0.121033666	0.11273408	0.093880925	0.159161447	0.27191224	0.142186188	0.191155306	0.317702758	0.098830893	0.096509502	0.094518923	0.150322206	0.249471639	0.353651189	0.165866397
b0545	ybcL	-0.245275724	-0.06901401	0.117524762	0.05590689	-0.071530461	-0.050391764	0.098289463	0.04277955	0.134987895	0.401669664	0.032413875	-0.045401886	-0.070536784	-0.017631693	0.308775744	0.279324952	0.183495495
b0546	ybcM	-0.015214769	0.028447441	0.008034299	0.054034047	0.085495687	-0.017745962	-0.034342829	-0.013509255	0.043895312	-0.002332407	0.038178088	-0.064973637	-0.02346981	-0.04155265	0.008318165	-0.045533963	-0.028243213
b0547	ybcN	0.622182646	0.296244301	0.36175976	0.720569141	-0.127165158	-0.562865044	-0.033135952	0.221796184	0.186841719	0.264544709	0.046368337	1.052462034	1.318316086	1.480171919	1.809895481	1.609914991	1.325547063
b0548	ninE	0.3457254	0.132517527	0.071414802	0.268288128	0.65062137	0.458845492	0.609695406	0.496952214	1.061475802	0.456595706	-0.762445797	-0.88125026	-0.773300387	-1.144239141	-0.442853075	0.031900924	-0.689461891
b0549	ybcO	0.182430456	0.071454287	-0.259909469	0.053983984	0.21839239	-0.509319638	-0.392537046	-0.054465305	0.092285515	-0.513860198	-0.726765521	-0.744328329	-0.153330466	-0.934567024	-1.023444453	-0.701576981	-0.554307938
b0550	rus	-0.099194419	0.00327384	0.106883759	-0.057200232	-0.071023254	0.026391102	-0.008397099	0.293182261	0.196656121	0.212547978	0.306515634	0.044457805	0.122256581	0.039576784	0.133720419	0.128731546	0.204038681
b0551	ybcQ	-0.218071878	0.003734594	0.185438781	0.174808674	-0.081351058	0.050389849	0.030268033	0.113739727	0.082511632	0.327949216	-0.036919894	-0.080178205	-0.136754672	0.049990624	0.301475786	0.296849221	0.087525205
b0552	trs5_2	-0.199882537	0.289292646	0.303176036	0.095728676	-0.087750235	0.029507795	-0.239399483	-0.183162514	-0.252338602	-0.395559273	0.266482348	-0.40777742	0.080387201	0.1980761	-0.372999839	0.064525572	-0.176893911
b0553	nmpC	0.158815982	0.215704039	0.118914444	0.100957512	0.500723358	0.612556562	-0.092705018	-0.540289962	-0.339835865	-0.264084094	0.406665969	-0.093360635	0.403776766	0.745802114	-0.496974777	-0.455214992	-0.487395855
b0554	essD	-0.104442475	0.055965205	0.105315755	0.192842311	0.249959055	0.729940981	0.345304892	0.352442735	1.314445994	0.467428027	-0.18287703	-0.283912045	-0.279327853	-0.417979244	-0.039391404	-0.196371683	-0.048274719
b0555	ybcS	-0.318071933	-0.093919347	0.155737302	0.158818642	0.054117012	0.142804965	0.144383111	0.169248702	0.350636934	0.349767266	0.080832362	-0.124082698	-0.061021413	-0.073524811	0.257160078	0.272340797	0.186034493
b0556	rzpD	-0.314230045	-0.008283326	0.169409616	0.038348571	-0.130148999	-0.254779839	-0.14899301	-0.160557219	-0.075017974	0.145306825	0.090840454	-0.064738168	-0.006763565	-0.028036283	-0.004677917	0.107009983	0.019746673
b0557	ybcU	-0.396857484	-0.169638424	0.329739043	0.435245138	-0.089043895	-0.195373098	-0.15646703	-0.110548741	-0.127386755	-0.019587095	-0.096480625	-0.069493981	0.104472985	-0.089791162	0.198112887	0.02824356	-0.177398529
b0558	ybcV	0	0	0	0	0	0	0.248069371	0	0	0	0	0	0	0	0	0	0
b0559	ybcW	-0.036003847	0	0	0	0	0	0	0	0.022080604	0.066587456	0	0	0	0	0.127785267	0.131690233	0
b0560	nohB	0.051014567	9.92E-05	-0.152660326	-0.304920123	0.089849281	-0.509117864	-0.721943701	-0.853724883	-0.413718724	-0.09513464	-0.49983638	-0.078909331	-0.165155826	-0.127558592	-0.150410927	-0.11939655	-0.411503575
b0561	ybcX	-0.00975502	0.050964668	0.086252903	0.085015304	0.051541372	0.15800493	0.264555173	0.444019757	0.107293649	0.308190013	0.236606659	0.06786294	0.064855218	0.022953456	0.119213526	0.162071937	0.110989498
b0562	ybcY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127486494	0.031469736	0
b0563	ylcE	-0.198455118	-0.069167126	0	0	-0.075346126	0	0	0.078573729	0.089417125	0.192966924	0	-0.03632924	-0.113392963	-0.024642428	0.119540686	0.118093847	0.08462909
b0564	appY	0.12243501	-0.19866194	-0.60128413	-0.995441874	-0.163187093	-0.737685937	-0.404789395	-0.455645493	-0.244052518	0.017159636	-0.83772456	-0.203633469	-0.545972278	-0.382953201	-0.321607864	-0.021845444	-0.321657204
b0565	ompT	-0.282455929	0.098080274	0.516793489	0.455226042	-0.124660686	-0.265523523	-1.597950105	-2.978050561	-2.128385201	-1.812451675	-0.889729031	-0.36644928	-0.077387805	-0.036651963	-2.195206854	-3.067394866	-2.76802358
b0566	envY	-0.256309816	-0.118240024	0.223345249	0.116880229	-0.156852113	0.241856623	0.245019862	0.312470598	0.296702181	0.061739638	0.276976996	-0.189246844	-0.325288903	-0.233699533	-0.032020981	-0.027274505	-0.190892102
b0567	ybcH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0568	nfrA	-0.400265465	-0.044232003	0.170468527	0.139791298	-0.115339145	-0.198777965	-0.159875011	-0.113956722	-0.130794736	0.155505391	0.033531523	-0.125154597	-0.206317801	-0.131092424	0.234996178	0.387677849	-0.173523835
b0569	nfrB	-0.191187807	-0.298020589	-0.159678512	-0.299514529	-0.121125166	-0.495608974	-0.322963426	-0.385041601	-0.132687336	-0.185017596	-0.31166856	-0.073604145	-0.598806322	-0.452661732	-0.172084119	-0.044577613	-0.482668823
b0570	ybcZ	-0.182330015	-0.100922363	0.032775806	-0.099497785	-0.108630183	-0.102471904	-0.20527214	-0.515337707	-0.093845291	0.080807451	-0.527431921	-0.285515902	-0.716584296	-0.490012904	-0.046886484	-0.021153328	-0.406284346
b0571	ylcA	0.095769693	0.040798794	-0.36132961	-0.358686459	0.162751938	-0.276107077	-0.158698943	-0.697976023	0.005163938	-0.024201694	-0.931870237	-0.499541438	-0.78684456	-0.512738102	-0.429064734	-0.376684701	-0.549999541
b0572	ibeB	-0.397906568	-0.117122646	0.153007424	0.1583991	-0.104332835	0.238591796	-0.067294401	-0.111597825	-0.02174789	0.085307453	0.174245046	-0.15815264	-0.186451627	-0.074939125	0.194122025	0.421469051	-0.138152277
b0573	ylcC	-0.030170662	0	0	0.019492715	0	0	0.041840619	0	0.046028233	0.035365131	0	0	0	0.156960855	0.002437026	0.177996267	0
b0574	ylcD	-0.083091093	0.064429893	0.042240203	0.080478072	0.057603181	0.146750219	0.322538986	0.104278163	-0.020870034	-0.104164503	0.088116164	-0.227978465	-0.121642383	-0.073131001	0.174768481	0.037630948	-0.156139301
b0575	ybdE	-0.210361995	-0.068693776	0.015674899	-0.033364952	0.050796019	0.486018839	0.290320633	-0.124687488	-0.167609208	-0.006328809	0.047085688	-0.179915182	-0.207018883	-0.05969214	-0.153356457	-0.10142495	-0.412734565
b0576	pheP	-0.062059856	0.080220497	0.133804274	0.046384217	0.089419998	0.026827911	0.088269054	-0.257443483	-0.181728451	-0.03230904	-0.2601338	-0.511166161	-0.509235659	-0.517452814	-0.544122369	-0.551547369	-0.7733841
b0577	ybdG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0578	nfnB	-0.290722239	-0.008093613	0.452049171	0.53404799	0.026879957	0.133912089	-0.885746312	-1.133378892	-0.921749217	-0.533126807	0.286677058	0.326414033	0.672306384	0.294554145	-0.656391613	-0.711968671	-0.940895271
b0579	ybdF	-0.016427433	0	0	0	0	0	0.074979081	0.047952264	0.110780457	0	0	0	0	0	0.06760088	0	0
b0580	ybdJ	-0.186389264	-0.203455639	-0.397492496	-0.979991445	0.049330237	-0.883278347	-0.618138295	-0.926187906	0.144617416	0.235853596	-1.140486849	-0.183163568	-0.377841122	-0.200648763	0.066126984	0.12216307	-0.112588432
b0581	ybdK	-0.211706613	-0.069497472	0.069518693	0.068002487	-0.072313768	0.21188095	0.502472392	0.727044377	0.299767043	0.419483001	0.217426768	-0.067658032	-0.117953571	-0.073567611	0.502602993	0.563900863	0.349272778
b0582	yi81_2	0.124872033	0.158681577	-0.010019473	-0.190834818	0.180387678	-0.466132217	-0.143616745	-0.564256915	-0.121638027	0.039688625	-0.203717876	0.102425702	0.036319701	0.045180137	-0.115860641	-0.013699007	-0.122404353
b0583	entD	-0.279574042	0.001912993	0.097981748	0.521193437	-0.182658635	0.19296671	0.433737659	0.229699547	-0.086032176	-0.067565701	0.182966599	-0.002440908	-0.056888946	0.148682764	0.494591203	0.043599891	0.029472375
b0584	fepA	-0.205585356	-0.163943957	0.041882879	-0.167718607	-0.374360958	-0.467193458	-0.392191502	-0.44758183	-0.348521984	-0.09281375	-0.3165433	-0.43922782	-0.648828419	-0.560077884	-0.309257455	-0.18925937	-0.514431617
b0585	fes	0.055807006	0.127540264	-0.083887943	-0.352952976	0.130377498	0.057670187	0.011203075	-0.408847958	-0.067485212	-0.035208438	-0.579893622	-0.60312138	-0.694478912	-0.655523936	-0.868105438	-0.729607582	-0.915543323
b0586	entF	-0.298209566	-0.168921575	0	0	-0.175100574	-0.09672518	-0.057819112	-0.011900823	-0.028738837	0	-0.023995037	-0.136083689	-0.213147412	-0.124396877	0	0	-0.050138908
b0587	fepE	-0.045028027	0.123039385	0.024970495	0.126778589	0.12586487	0.284843343	0.372839484	-0.034909028	0.127122662	0.094770126	-0.505872964	-0.64255871	-0.636971808	-0.54921809	-0.336748561	-0.178258767	-0.469554219
b0588	fepC	-0.204689053	-0.028948144	0.078374984	0.109222824	-0.047137851	0.036915384	0.358587189	0.004672659	0.232864871	0.289842816	-0.270650859	-0.389153464	-0.675644822	-0.453813227	-0.084474707	0.027085489	-0.516970064
b0589	fepG	-0.03076905	0.068408578	0.01563106	0.2336919	0.036246755	0.198859285	0.283257112	0.07058342	0.097227871	0.118512723	-0.300674995	-0.645307014	-0.644981399	-0.570638082	-0.255937182	-0.207418767	-0.506332
b0590	fepD	-0.370054642	0.043981517	0.047365282	0.523506579	0.063084334	0.896905872	1.173021783	0.389910991	0.371579143	0.26119073	-0.068443147	-0.207928764	-0.27969826	-0.196241952	0.017892626	0.084450258	-0.150595686
b0591	ybdA	-0.406663123	-0.03952635	0.228177456	0.160649876	-0.167105084	-0.1251014	-0.166272669	-0.12035438	-0.137192394	0.070039801	-0.132448594	-0.244537245	-0.321600968	-0.232850433	-0.028333046	-0.02358657	-0.187204167
b0592	fepB	0.012219858	-0.015649338	0.039734889	0.10114573	0.102955818	-0.002908936	-0.023214756	-0.263648405	0.281384203	0.082734404	-0.534233475	-0.773453657	-0.852655574	-0.804772186	-0.529134176	-0.52264829	-0.811648996
b0593	entC	-0.008868932	-0.091989393	-0.043142432	0.008973848	-0.01997049	0.029732064	0.161602094	0.11585893	-0.055079271	0.053275326	0.061128378	0.125988313	-0.181914423	-0.083507125	0.195630242	0.088866746	-0.10037876
b0594	entE	0.192911716	0.185825248	0.062391549	0.27076746	-0.323442176	-0.082876776	0.33736993	-0.302077959	-0.536619046	-0.588019941	-0.635553023	-0.571831033	-1.178221347	-0.964251076	-0.435317346	-0.878627994	-1.043824545
b0595	entB	0.170173953	0.233396704	0.056964766	0.153192117	-0.243128601	-0.366615109	0.28988524	-0.303054844	-0.477634948	-0.535653408	-0.520488046	-0.435330936	-1.066082576	-0.796719381	-0.332244626	-0.912125826	-1.075743423
b0596	entA	-0.1106341	-0.091413988	-0.088860916	0.075125558	0.072780364	0.300247724	0.331356319	0.700202404	-0.433540433	-0.352221622	-0.450690678	-0.358509314	-0.885188238	-0.672109105	-0.299845247	-0.105706181	-0.669685979
b0597	ybdB	0.285152057	0.172916377	-0.006191013	0.267493934	-0.540812973	-0.849413274	-0.361755924	0.045701086	-0.019706083	-0.312582236	-0.383432258	0.018064775	-0.081898279	0.292750274	0.63783337	0.189485044	0.011783359
b0598	cstA	0.019596335	0.098880441	0.0883042	0.15673919	0.192320647	0.667968611	0.905271883	0.853511791	0.229537319	0.21382035	0.229662852	-0.107655837	-0.052515318	-0.143285279	0.033467584	0.259532679	0.05384415
b0599	ybdH	0.109500596	-0.015436828	-0.135889382	-0.121953226	0.082945869	0.146829281	0.040180818	0.190051649	0.117866253	-0.031508539	-0.078588148	-0.184203994	-0.300599381	-0.071249655	-0.054610547	0.223646198	0.055411189
b0600	ybdL	0.053762773	0.047364915	-0.090867565	-0.139938828	0.038493239	0.069159556	0.031027749	0.049016912	0.054516047	-0.035959527	-0.088597101	-0.042862775	-0.291913498	-0.027343441	-0.088200724	-0.027337583	-0.180797124
b0601	ybdM	0.399862522	0.352135185	0.199842031	0.532266559	-0.052089928	-0.449129009	-0.15046445	0.428762921	0.194433967	0.161761072	0.170300223	0.6243529	0.832211425	1.055908195	1.017687305	1.022726347	1.156432554
b0602	ybdN	-0.104194578	0.132569733	0.179999353	0.249065517	-0.003615835	0.226886091	0.332123187	0.317236697	0.058620511	0.155363833	0.169055627	-0.065074577	0.08624984	0.03332824	0.27269176	0.145503968	0.048230807
b0603	ybdO	0.138458372	0.059594321	-0.338922408	-0.401565115	0.150569988	-0.559377183	-0.372913858	-0.993587946	-0.170849673	0.04716298	-1.203884527	-0.586236478	-0.947363921	-0.57537647	-0.331306849	-0.370912366	-0.629413172
b0604	dsbG	0.029294613	0.079205607	0.121573858	0.179294661	-0.31334208	-0.524082094	-0.421779223	-0.388344837	-0.161875514	-0.272074811	-0.394944518	-0.202074406	-0.203076946	0.13432244	0.338094186	0.043379314	-0.046069827
b0605	ahpC	-0.176841879	0.023162636	0.366219922	0.51095275	0.056842194	0.482340188	0.168772997	-0.770282507	-0.850229284	-0.316561505	0.051504039	-0.372928262	0.473772095	-0.286346456	-0.458110864	-1.037568765	-1.318645862
b0606	ahpF	-0.461708674	-0.116801638	0.245051958	0.237030678	-0.108192341	0.282956741	0.05361717	-0.348536719	-0.438210302	0.161302719	0.67368121	0.118440467	0.569822757	0.37431032	-0.321727114	0.001054895	-0.286489827
b0607	ybdQ	-0.060744472	0.027845797	0.104235565	0.122541704	0.035290732	0.255528505	0.522091116	0.6134656	0.122945788	0.348213984	0.278458	0.029325694	0.169781235	-0.0526897	0.248455056	0.753111129	0.41502323
b0608	ybdR	0.244301741	-0.008958541	-0.128550579	0.10992269	0.221212592	0.138028607	0.03752382	0.552683284	0.275447338	-0.227419488	-0.266507581	-0.028615448	-0.223258949	0.097647231	0.158464748	0.024827228	0.252285772
b0609	b0609	-0.219756129	-0.038381328	0.194161019	0.102763337	-0.127177523	0.000962853	0.029842607	0.105376027	0.326626343	0.462878495	0.357153171	0.027860677	0.062875767	0.170747924	0.448856294	0.428758971	1.648545331
b0610	rnk	-0.075661044	-0.079897447	-0.066579556	-0.035664506	0.077406571	0.009613366	-0.256686635	-0.123633586	-0.314395077	-0.268279634	-0.055641396	-0.17832986	-0.26348269	-0.185104603	-0.476255657	-0.433252461	-0.516876816
b0611	rna	-0.369399132	-0.20213013	0.364089217	0.410187441	-0.24629014	-0.158282382	-0.129008678	0.085367828	0.152673236	0.241656878	0.292158915	-0.188404583	0.033266936	-0.126467159	0.202893044	0.604140082	0.499691296
b0612	citT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004661044	0	0
b0613	citG	-0.197084695	-0.053917271	0.096041416	0.118025045	-0.025364118	0.346314878	0.799001414	0.988513438	0.549028022	0.789616817	0.663648266	0.056220428	-0.099192829	-0.022309053	0.424425706	0.707976907	0.535234434
b0614	citX	-0.167841519	-0.0518317	0.157282223	0.072583802	-0.11231515	-0.02024415	0.080057311	0.231313601	0.012583182	0.112569055	-0.028373783	0.110107596	-0.135186471	-0.038242255	0.262772914	0.161880752	0.011993199
b0615	citF	0.006532077	-0.047184788	-0.03715073	-0.028686406	0.066597298	0.005348969	0.210212968	0.227204741	-0.007176303	0.131943481	0.104435933	0.274634589	0.068753261	-0.017499085	0.106377008	0.098123178	0.047109801
b0616	citE	-0.019005611	-0.006126533	-0.092579042	-0.075440594	0.007365888	0.041283434	0.272197097	0.186669595	-0.05250713	0.06523837	-0.067214108	0.236107294	-0.082791462	-0.146549333	0.185549762	0.055533891	0.007070643
b0617	citD	0.31534405	0.251732899	0.154321402	0.364486717	0.445224737	0.405586139	0.12180551	0.769640002	-0.074756376	-0.463715327	-0.11827352	-0.392417106	0.411119373	-0.054948972	0.228493443	-0.172399362	0.364040316
b0618	citC	0.028336627	-0.10162049	-0.079146321	-0.052407087	-0.095272152	-0.022202529	0.263174688	0.151560485	-0.090476183	-0.015382689	0.002252487	0.202834922	-0.155684574	-0.112895342	0.326202957	0.106241001	-0.129666157
b0619	dpiB	-0.056052827	-0.149548847	-0.078233167	-0.263367618	-0.131890442	-0.26411395	-0.245919612	-0.351385796	-0.154723328	-0.100036023	-0.566751115	-0.538576287	-0.674704461	-0.510759917	-0.218187879	-0.137263149	-0.393092866
b0620	dpiA	0.154403638	0.036261305	-0.259249139	-0.352184211	0.111706469	-0.437466757	-0.276465741	-0.634053451	-0.16179337	-0.085191945	-0.871041747	-0.634460051	-0.846570824	-0.507672312	-0.362086085	-0.275703951	-0.601754306
b0621	dcuC	0.137158218	0.087391573	0.124262222	0.283278185	-0.062441853	-0.153528458	0.036735666	0.040589468	0.034641265	-0.040605104	-0.197875853	0.176572967	-0.095195815	0.079193643	0.388996977	0.100878407	-0.146970087
b0622	crcA	-0.281579649	-0.110794862	0.130536567	0.165276684	-0.152031408	-0.002199187	0.203640559	0.252307677	-0.052071994	0.169331765	0.015152716	0.08978727	-0.126403826	-0.052490268	0.231363572	0.246529374	0.06769962
b0623	cspE	-0.831818556	-0.135924765	0.623634655	0.43765025	0.626078891	0.899473304	0.187570887	0.816012627	1.238648456	0.373448147	1.735259955	0.316203252	1.100653741	1.709018599	1.059755011	1.280307063	2.134730749
b0624	crcB	-0.039616503	0.12021251	0.038090968	0.170286877	0.049935609	0.235791341	0.192679014	0.503565301	1.309786571	0.44346644	0.515771076	-0.022678093	0.142556059	-0.208741751	-0.064063212	-0.0969135	0.215292499
b0625	ybeM	-0.106522068	-0.007229418	0.162607592	0.273434367	0.362147418	0.630407794	0.836003167	0.99495296	0.466241439	0.200265191	0.237488701	-0.177833527	-0.103415416	-0.12422981	0.129618203	-0.075533372	0.065436334
b0626	ybeM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12742613	0.178229104
b0627	tatE	-0.188785306	-0.059497315	0	0.043383823	-0.065676314	0	0	0	0	0.167176231	0.005399187	-0.026659429	-0.103723152	-0.014972617	0	0	0
b0628	lipA	-0.32932307	0.241922526	0.128444502	0.299087744	-0.539131033	0.527384262	1.223357703	1.204396764	1.040015923	-0.138505265	0.968328954	0.346321111	0.912222723	0.393219982	-0.223290772	-0.537920637	0.837587341
b0629	ybeF	-0.15079258	-0.102093552	0.207516465	0.089632981	-0.143521021	0.083377573	0.16438003	0.157342244	0.328745452	0.270045434	0.206501115	0.019239879	0.041681409	-0.012105517	0.180271151	0.233740146	0.046044216
b0630	lipB	-0.050188483	0	0	0	0	0	0	0	0	0	0.206504528	0.154910801	0.466301521	0.053850735	0	0	0
b0631	ybeD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0632	dacA	-0.394063864	-0.154010306	0.255303039	0.220126666	-0.225129641	-0.192579477	-0.15367341	-0.107755121	-0.124593135	-0.084781173	0.054563857	-0.231937986	0.173083825	-0.085004631	-0.015733787	-0.010987311	-0.174604908
b0633	rlpA	0.032227478	0.073574063	-0.076634385	0.048490937	0.033219038	-0.063521647	-0.022843998	-0.352637753	-0.22477005	-0.26997284	-0.588009079	-0.457146387	-0.669629376	-0.591955533	-0.60340788	-0.527290505	-0.645481937
b0634	mrdB	-0.391210899	-0.263569164	0.147019448	0.076203614	-0.219148019	-0.207452436	-0.188897519	-0.142979229	0.069562947	-0.120005282	0.134768092	-0.145633921	-0.199866568	-0.145453997	-0.050957896	0.057344783	-0.209829017
b0635	mrdA	-0.138551877	0.007131739	0.096893941	0.25399718	0.500862514	0.973839935	0.823943236	0.640045993	0.357263556	0.32370153	-0.299828747	-0.532201762	-0.48626767	-0.400546973	-0.286993735	-0.211746973	-0.600738627
b0636	ybeA	0.013575445	-0.013001365	0.111957411	0.147931873	-0.203780653	-0.239012419	-0.061102057	-0.000382833	-0.319132673	-0.109437805	0.13297699	0.097393103	0.022628959	-0.071561646	0.020825533	-0.207644607	-0.42619441
b0637	ybeB	-0.428758662	-0.100419315	0.139828748	0.156899667	-0.106150579	-0.139413487	-0.066081904	-0.059641253	-0.040764808	0.116754574	0.234301971	0.105384047	0.024486785	-0.088885896	0.14734908	0.040314128	-0.189907674
b0638	cobC	-0.21365743	-0.042286093	-0.010858985	0.251464447	-0.062691401	0.547730334	0.911669939	0.319606213	-0.138370383	0.118263481	-0.185142401	-0.159339532	-0.152702546	-0.299270179	0.162649625	0.3698621	0.01965129
b0639	ybeN	-0.208397811	-0.073693736	0.163591816	0.153715777	-0.076365551	-0.13837257	0.055252142	0.146193233	0.027475564	0.194626191	0.262382395	0.116629415	-0.03067871	-0.16186591	0.01993488	0.126752619	-0.099135804
b0640	holA	-0.047743624	0.045846844	-0.228380436	-0.501614519	0.310211648	-0.534416842	-0.234246948	-0.785774956	0.120541166	0.122525884	-0.984725806	-0.486462735	-0.515065077	-0.422676855	-0.621707249	-0.416793834	-0.441360753
b0641	rlpB	-0.256462957	0.151412424	0.222082785	0.556012885	-0.184636273	0.124220866	0.320559537	0.165812888	-0.480126268	-0.254361501	-0.170444843	-0.391697433	0.007920666	-0.064004706	0.263264949	0.456342736	0.101533691
b0642	leuS	-0.382832412	-0.170622727	0.146349632	0.125418541	-0.004525021	-0.618631853	-0.750392112	-0.329541914	-0.425629019	-0.026722577	0.493494457	-0.24267678	0.402375487	-0.281426937	-0.540513816	0.028191158	-0.051594232
b0643	ybeL	-0.275146363	-0.235092028	0.192628244	0.106999998	-0.136089615	1.40504529	1.994813772	2.334647868	1.800568714	1.21976082	0.687995239	-0.428293086	-0.49578534	-0.276101308	1.856275141	2.838278493	2.506540755
b0644	ybeQ	0.006433474	-0.006819508	-0.074183352	-0.286704422	-0.0290573	-0.24192388	-0.074677659	0.025118242	0.032630345	0.20574507	-0.26390599	0.036798426	-0.133462689	-0.108815007	0.009174501	0.226382743	-0.061611008
b0645	ybeR	-0.297814269	-0.058968714	0.167221352	0.149490919	-0.193479303	0.02544641	0.159789847	0.285272087	0.070981173	0.248721598	0.060566878	-0.015243159	-0.152924545	-0.028829187	0.178418681	0.301613415	0.005254398
b0646	ybeS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0647	ybeT	0.104447727	0.096475692	0.119245378	0.102871306	0.09208969	0.167671218	0.247569772	0.603179762	0.385507051	0.192284541	0.293916107	0.213568498	0.226312878	0.128006588	0.166693952	0.056217382	0.109790109
b0648	ybeU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0649	ybeV	-0.061697905	0.005718125	0.141158163	0.110000624	0.074162941	0.078549201	0.229841934	0.357610853	0.141548421	0.221588604	0.270045792	0.230411224	0.03750435	0.044985435	0.185441334	0.339080022	0.132175702
b0650	ybeW	0.39706228	0.191522932	-0.037508828	0.166673008	0.124597844	-0.110419488	0.033781182	0.536793133	0.560694258	0.074979902	-0.112082824	-0.540277706	-0.252208208	-0.051402435	0.03506516	-0.18113092	-0.158744366
b0651	ybeK	-0.045296642	0.001432329	0.108573957	0.037189544	0.102310235	0.166630466	0.077062095	0.019458934	0.005648418	0.118671832	0.20694661	0.100372416	0.139136127	0.390662306	0.06159678	-0.02230825	-0.121758502
b0652	gltL	-0.045824726	-0.156348085	-0.144989995	-0.096920195	0.008375057	0.201542195	0.121813821	0.387796174	-0.106641958	-0.189620624	0.205378537	-0.178060624	-0.293510008	-0.163707934	-0.079295717	-0.266324256	-0.235989558
b0653	gltK	0.013561999	0.081607996	0.042647379	-0.073040474	0.065382903	-0.032470021	0.120492813	-0.250821535	-0.105667287	-0.013599562	-0.555955764	-0.622378164	-0.61065188	-0.586786549	-0.454968908	-0.330910047	-0.446639826
b0654	gltJ	0.076398056	-0.001577534	-0.05370077	0.293289311	0.860148759	0.773420474	0.778395625	0.311390044	0.806267042	0.453025007	-0.579932821	-1.366004858	-0.721777342	-1.197374876	-0.823304692	-0.94374102	-0.681204896
b0655	ybeJ	-0.480577954	0.063199263	0.393980406	0.576730394	-0.16313518	0.841581414	0.464034338	0.89005795	0.88973554	0.642347791	0.947354611	-0.116731317	0.621348158	0.603793323	0.747459823	1.150332028	1.595994638
b0656	trs5_3	-0.255685032	0.323343484	0.413709895	0.193793188	0.013025601	0.203131894	0.168982071	-0.037362976	-0.117161359	-0.016848461	0.235089689	-0.275512646	0.170007505	0.301050838	-0.242467707	0.128234071	0.198001523
b0657	cutE	-0.280621693	-0.045561772	0.138756227	0.078103171	-0.163680751	-0.162646828	-0.050028822	-0.195340374	-0.090398526	0.069157313	-0.216000941	-0.328089593	-0.405153316	-0.316402781	0.031344283	-0.057881711	-0.270756515
b0658	ybeX	-0.317426471	-0.180948023	0.494496494	0.234171577	0.117246728	-1.017268902	-0.978362834	-0.487225081	-0.422472429	-0.281282167	0.24124644	0.188720782	0.071877267	-0.177283878	-0.733156813	-0.234219202	-0.10245084
b0659	ybeY	-0.17858424	-0.024730121	-0.185461578	-0.264744766	-0.081864555	-0.015784165	0.155848712	0.040482427	0.048741383	0.279528377	0.162527762	0.138431282	0.196245106	0.047179524	-0.34755424	0.011676736	0.721846803
b0660	ybeZ	0.088702857	-0.100539678	-0.109501894	0.072921769	0.207218391	0.785418764	0.619850728	0.532924661	1.800205568	0.435400248	0.268972644	0.084405311	0.223791069	-0.267394899	-0.128377823	-0.208271237	0.512793339
b0661	yleA	0.033514696	0.050570799	0.086070215	0.091474605	0.169837053	0.089996023	0.265207019	0.315393032	-0.013143652	0.207185502	0.343428881	0.237919868	0.324870417	0.02018953	-0.017039527	0.1162701	0.086719164
