# The data in this file were provided by Tyrell Conway's laboratory at
# OUMCF.  Samples were collected during a classic glucose-lactose
# diauxie experiment.  E. coli cells were grown in minimal medium
# containing 0.05% glucose and 0.15% lactose.  The dataset can be
# approximately divided into growth phases as follows:
# Timepoints 1-5 show logarithmic growth on glucose; time points 6-10
# reflect the diauxic lag phase, when cells shift from growth on
# glucose to growth on lactose; time points 11-14 reflect logarithmic
# growth on lactose; and time points 15-17 were taken during
# stationary phase.  Control values were obtained by averaging data
# from 12 hybridization experiments using samples from the early
# logarithmic growth phase.  A publication describing the results is
# available: Chang et al., Mol Microbiol. 2002 Jul;45(2):289-306.  See
# also http://www.ou.edu/microarray/oumcf/growth_trans.htm.
#
#BNUM	GENE	Timept 1	Timept 2	Timept 3	Timept 4	Timept 5	Timept 6	Timept 7	Timept 8	Timept 9	Timept 10	Timept 11	Timept 12	Timept 13	Timept 14	Timept 15	Timept 16	Timept 17
b3505	trs5_11	-0.536382204	0.225807984	0.44728721	0.147100801	0.011154728	0.203305591	0.175648691	-0.054632053	-0.132681103	-0.598630444	0.227193451	-0.488595089	0.004517779	0.140193786	-0.483109924	-0.063190214	-0.215598655
b3506	slp	-0.28781929	-0.009847241	0.283906197	0.422775541	-0.164710299	0.270434163	0.25991477	0.431664342	0.652916875	0.427281979	0.500165735	0.117247615	-0.1278237	-0.049378775	0.036735699	0.141898595	0.02476865
b3507	yhiF	-0.238078857	-0.32146891	0.097078282	0.189218948	-0.087314852	-0.072178732	-0.019212209	0.561489422	0.412554438	0.209966529	0.180990065	0.2672868	-0.635652088	0.007653473	0.368143224	0.183552491	-0.202886067
b3508	yhiD	-0.394168152	-0.044548021	0.031111271	0.19632064	0.056004573	-0.0987959	0.082633164	-0.107859409	0.015903775	0.133705228	-0.119953623	-0.232042275	-0.309105998	-0.220355463	0.143691294	0.052460776	-0.174709197
b3509	hdeB	0.035597743	-0.005809379	0.091637594	0.53551483	0.101165177	0.354225061	0.203625387	1.123110448	1.99049488	1.53470766	0.914340494	0.174552957	-0.643663836	-0.434207075	0.233430313	0.122995393	0.425523476
b3510	hdeA	0.086624526	0.020595968	0.333492615	0.677427076	-0.032264033	0.762151825	0.559500916	1.368372038	2.025536595	1.831367879	2.277385261	1.320822114	0.720272954	0.999657795	1.140675687	1.109690569	1.929699647
b3511	hdeD	0.255727564	0.150889089	0.0738176	0.29242805	0.232303223	-0.032995121	0.031298596	0.619542076	-0.213716916	-0.267098806	-0.620831711	-0.772170268	-1.126235578	-1.233030653	-0.725616264	-0.267985781	-0.972656752
b3512	yhiE	-0.142538485	-0.06928009	0.15070098	0.37484366	-0.179237935	0.038336611	0.335631628	1.040667241	0.958063561	0.793952315	0.670705054	-0.148200858	-0.500682636	-0.337018261	0.289802996	0.479659949	0.405872196
b3513	yhiU	-0.009776103	0.41917973	0.123981737	0.194554604	-0.359103002	0.329688773	0.816426263	0.634593916	0.490189299	-0.290428973	-0.072472869	-0.556185109	0.307260373	-0.339857471	-0.63413192	-1.039360465	0.101349308
b3514	yhiV	-0.26864155	-0.14482789	-0.051014899	-0.00334985	-0.118398847	-0.110780816	0.122428976	0.278555537	0.105247703	0.191812398	-0.313660156	-0.36225116	-0.335699328	-0.434862028	-0.067735246	0.198497328	-0.047542349
b3515	yhiW	0	0	0	0	0	0	0	0	0.090430229	0.13413692	0	0	0	0	0	0.135093358	0
b3516	yhiX	0.14979919	0.098031758	-0.109889661	-0.190241066	0.166698752	-0.403839069	0.000491706	-0.282716563	0.425013929	0.422747578	-0.661498412	-0.488185631	-0.519108081	-0.392105008	-0.013261038	0.170287015	0.334604014
b3517	gadA	0.00843486	-0.053150649	-0.011817973	0.045283411	0.097281514	0.452549981	0.516626739	0.890159781	0.857432093	0.952434905	1.140233221	0.161728337	1.40E-05	0.047079405	0.39220731	0.691606054	0.962914375
b3518	yhjA	0.097279788	-0.022604077	0.06691351	-0.011292952	-0.252973904	-0.159831097	-0.169909817	0.069538518	-0.143306011	-0.293822212	-0.166139901	-0.237464682	-0.396238039	-0.061104123	0.046550656	-0.071231882	-0.094163836
b3519	treF	-0.063020781	-0.073512723	0.00280398	-0.084149985	-0.152249287	-0.374074218	0.072508847	0.178183108	-0.153034181	0.008426033	-0.49673563	-0.358851953	-0.399272755	-0.508232842	-0.275757041	0.363745921	-0.083793672
b3520	yhjB	0.172147482	0.065950106	-0.10411213	-0.176933123	0.22010818	-0.281047557	-0.141626256	-0.403148819	0.075860921	0.299319689	-0.565298485	-0.323400501	-0.473433271	-0.212915517	-0.011033649	0.07010716	-0.206183423
b3521	yhjC	-0.123600095	0.040357866	0.093997941	0.035448006	-0.065351256	-0.023585038	0.066557048	-0.00940237	0.23563216	0.250087702	-0.094571742	-0.142400681	-0.283724117	-0.187477202	0.135896576	0.30122518	0.186511072
b3522	yhjD	0.774759681	0.353021369	0.05950886	0.625605973	-0.157791867	-1.092951455	-0.77236483	0.003241526	-0.123623173	-0.375550469	-0.628450538	0.693000998	0.174957728	0.366789121	0.631661307	0.333077105	-0.098275982
b3523	yhjE	-0.156288682	-0.040315097	0.088148915	0.060600231	-0.006878477	0.106476166	0.093443844	-0.188731604	-0.167572782	-0.061526818	-0.296970594	-0.462591733	-0.291184101	-0.420614151	-0.061214392	-0.135562817	-0.238863922
b3524	yhjG	-0.117287853	-0.275742066	-0.149668005	-0.468623162	-0.269166368	-0.495829523	-0.135116221	0.322492597	0.31245825	0.229884753	0.039493696	0.211474154	-0.060906935	0.027796859	0.29990638	0.674867509	0.383954192
b3525	yhjH	-0.313296318	-0.251548182	0.296797116	0.321758693	-0.085202899	-0.268228267	-0.028467392	0.297398847	-0.586574495	-0.738668411	-0.135679321	0.479831508	0.536804517	0.409818267	0.353460989	0.027368056	-1.378946844
b3526	kdgK	0.440193105	0.061754938	-0.17120167	-0.220441814	0.342006307	-0.621698686	-0.480282849	0.169680753	-0.226819814	0.28088995	-0.461007043	0.072719788	0.085258435	-0.018269975	0.131913847	0.537289249	0.165391712
b3527	yhjJ	-0.157300088	-0.122535764	0.140921307	0.200028133	-0.177848175	-0.092067418	0.030416537	0.529676994	0.079842077	-0.007586097	0.385337261	0.148119806	-0.235877493	-0.086294113	-0.023872445	-0.078420179	-0.500218743
b3528	dctA	-0.011616066	0.160762871	-0.027777748	0.050825684	0.17071577	0.891939436	0.793166166	0.583920614	0.272656653	0.404250812	0.176666134	-0.46617631	-0.2372251	0.032412067	0.145808559	0.469700913	0.289178224
b3529	yhjK	-0.361822114	-0.09838965	0.220626298	0.233983996	-0.158860582	-0.113254845	-2.90E-05	0.633642906	0.054468172	0.149158716	0.647093191	0.283162482	-0.237128639	0.215130366	0.484646691	0.506135422	-0.132080874
b3530	yhjL	-0.304472536	0.046225915	0.140791182	0.500249008	-0.169947573	0.378562375	0.853384436	0.642543865	-0.031741432	0.286438827	0.610036551	0.607319974	0.20389514	-0.218726874	0.610955006	0.654155701	0.672419415
b3531	yhjM	-0.086749374	-0.160368093	-0.112809317	0.00744533	-0.071463671	-0.371217011	-0.165562031	-0.065078444	-0.158281117	-0.205194388	0.068167166	0.160345629	0.09193288	-0.231005987	-0.135394728	-0.232259365	-0.160967736
b3532	yhjN	-0.041969582	-0.26177203	-0.465380968	-0.693793278	-0.125802432	-0.590456773	-0.496250329	-0.153614379	-0.382086519	-0.038456939	-0.417846897	0.058079101	-0.567251313	-0.40531428	-0.301167978	0.012250263	-0.50883868
b3533	yhjO	-0.138846214	-0.009558223	0.062904243	0.078813124	-0.015737222	0.272946272	0.450121124	0.233588073	0	0	0	0	-0.053784059	0	0.190468886	0.146621281	0
b3534	yhjQ	-0.521572124	-0.249238242	0.005891506	0.160521598	0.113720245	0.458668529	0.697963936	0.857804813	0.15327148	0.318344077	0.126651312	-0.449037416	-0.446947698	-0.436664909	-0.021401405	0.309294372	0.106234304
b3535	yhjR	-0.012283706	0	0	0.078369749	0.067977894	0	0.034868559	0.218186754	0.255958914	0.021963969	0	0.095046732	0	0	0.210165608	0.12430569	0
b3536	yhjS	-0.295479477	-0.122485403	0.028834793	0.142736259	0.079614113	-0.01434968	-0.46592769	-0.592525873	-0.560844777	0.193109263	0.6618082	-0.213090034	0.370212908	-0.403574992	-0.754471852	-0.350961555	-0.501658172
b3537	yhjT	0.01474787	-0.064840413	0.364516418	0.26955867	-0.047772659	0.441502985	0.657020463	0.976068636	0.747176311	0.195277809	0.745016093	0.361373024	-0.095554622	0.034367761	0.397372542	0.342606152	-0.131326806
b3538	yhjU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3539	yhjV	-0.17400555	0.003271275	0.219447946	0.16483203	-0.075261807	-0.115623873	0.047866851	-0.133406559	0.151058001	0.209767787	0.04438404	-0.112838697	-0.052446686	-0.038559066	0.16224804	0.117718721	-0.063170624
b3540	dppF	0.059598491	0.179290099	-0.002436722	0.131392682	0.266123243	0.423118659	0.53811144	0.595461012	0.353746826	0.331889809	0.221568721	-0.145860247	0.194438846	-0.025806522	0.227309506	0.563275703	0.39387259
b3541	dppD	0.103770166	0.182169746	0.051605012	0.302333562	0.301293386	0.561212606	0.669546414	0.760895684	0.391920481	0.317360885	0.010291583	-0.492778889	-0.120753149	-0.479483254	-0.083653563	0.177623637	-0.025981208
b3542	dppC	-0.050132472	0.08790931	0.088364675	0.202727043	0.271378795	0.723261446	0.807705762	0.676210972	0.313819467	0.432165285	0.326531678	-0.284696652	0.13731627	-0.047912315	0.247549707	0.535781452	0.275172014
b3543	dppB	-0.055635292	0.072661657	0.125071161	0.150765234	0.192694685	0.43811168	0.555948082	0.478513426	0.307037995	0.269059406	0.23199211	-0.339345521	-0.043257538	-0.122161392	0.12204078	0.335145528	0.113948287
b3544	dppA	-0.266997957	-0.104867425	0.259529585	0.208260024	-0.255401218	0.602635656	0.361988084	0.568550376	0.22747282	0.31401836	0.970084487	0.067797334	0.43329292	0.332852469	-0.150302033	0.026836358	-0.711906455
b3546	yhjW	-0.305042783	-0.137651638	0.134638879	0.358864897	0.222479112	0.646153575	0.514822868	0.709097592	0.305202577	0.062048661	0.414111445	0.07581729	-0.5486783	0.045505458	0.156062208	-0.129458379	-0.533461433
b3547	yhjX	0.005156902	0.024281863	0.20024304	0.234394996	-0.002976928	0.229255046	0.240541712	0.28760901	0.104989895	0.122252187	-0.045647824	-0.105792877	-0.114370186	0.050544922	0.258353361	0.220697189	-0.052845593
b3548	yhjY	0.07593405	0.029045462	0.029435387	0.071827549	-0.054301567	0.252043124	0.699785734	1.022125894	0.67298523	0.345632878	0.254811013	0.045342987	0.221600536	0.644640943	0.644473544	0.578834225	0.832694559
b3549	tag	-0.126108921	0.009449342	0.063921175	-0.005241412	-0.033128956	-0.088955737	-0.119142507	-0.050841191	-0.047568595	-0.10761273	0.144498731	-0.026811327	0.003296994	-0.028704959	0.02561442	0.109912269	-0.162128729
b3550	yiaC	-0.030626232	0.24762549	0.238966531	1.275828674	-0.073140555	0.95225111	1.132145305	0.585704638	-1.225889297	-0.585921511	-0.21740811	-0.632752567	-0.002489907	-1.13349998	0.184736838	0.831659144	-0.810811717
b3551	bisC	-0.179744138	-0.135151546	0.063567797	0.210905845	-0.219945179	-0.014501226	0.100437423	-0.088155724	-0.461293899	-0.040102884	-0.004455864	-0.214996262	0.055175839	-0.211475203	0.098795963	0.261554841	-0.262961902
b3552	yiaD	-0.298377902	0.076024842	0.249878433	0.298707159	-0.17526891	-0.035828453	0.227185452	0.187709384	0.106530393	0	-0.024163372	-0.136252024	-0.213315747	-0.124565212	0	0.054723619	-0.078918946
b3553	yiaE	-0.076009824	-0.050357403	0.219137647	0.321573163	-0.067876452	-0.409974919	-0.708574586	-0.757967878	-0.832249994	-0.344417792	0.075417675	0.078666353	0.375347131	-0.432954472	-0.844546963	-0.65962557	-0.82472467
b3554	yiaF	-0.153769771	-0.073528205	0.119177538	0.224690672	-0.253229796	-0.106600138	0.09643619	0.333487336	0.136902141	0.689088027	0.914585911	0.180248777	-0.175255545	0.015926128	0.666517058	0.939804085	0.039766715
b3555	yiaG	-0.077212095	-0.055895693	0.016673509	0	-0.082250247	-0.003874852	0	0.387772046	0.695919546	0.816986642	0.322063384	-0.043233362	-0.120297085	-0.03154655	0.780567167	0.730578035	0.890804282
b3556	cspA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3557	yi5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050789057	0.369646568	0.057957654	0.179399898
b3558	t150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3559	glyS	-0.379931735	-0.136031394	0.04816767	-0.030156521	0.099877439	0.050921153	-0.588510469	-0.572398497	-0.626052855	0.178922704	0.847267216	-0.002892138	0.396332041	-0.232547208	-0.476022484	-0.360505185	-0.621229147
b3560	glyQ	-0.471758927	-0.057002047	0.081050234	0.337729424	-0.156024782	0.373390108	1.071023489	0.295637102	0.236601868	0.168648148	0.779693355	-0.013707825	0.350893022	0.046986727	-0.106076911	-0.189792846	0.095938552
b3561	yiaH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3562	yiaA	-0.084452266	0	0	0	0	0	0	0	0	0.218606899	0	0.118604806	0	0	0	0	0
b3563	yiaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3564	xylB	-0.070064956	-0.133999517	0.038586987	0.064429442	-0.10441178	0.088249418	0.373432355	0.624286367	0.316308596	0.217064962	-0.057778687	0.191175528	-0.543955931	-0.380082399	0.279273653	0.706579446	0.324417733
b3565	xylA	0.00361771	-0.065021407	0.09306812	-0.049868508	-0.047043472	0.184150122	0.363825252	0.631612236	0.42943969	0.270051948	-0.053556787	-0.28273853	-0.677535947	-0.403450176	0.363760387	0.575275956	0.259264041
b3566	xylF	-0.061489611	0.115440716	0.01375524	-0.050413728	0.133191282	0.490225872	0.634356798	0.477274772	0.607701916	0.209976339	0.013712065	-0.51529192	-0.393418631	-0.414272109	-0.230457821	-0.114980654	0.094297638
b3567	xylG	-0.028811558	0.123057577	0.056640161	-0.01729851	0.022548648	0.180840572	0.323705139	0.411714617	0.069141391	0.034778552	-0.049619974	-0.464049751	-0.393522476	-0.311561776	-0.141703618	-0.055700754	-0.175654124
b3568	xylH	-0.294962383	0.113204723	0.067301805	0.239077571	-0.198590766	0.335070361	0.587211673	0.317951227	-0.097928149	0.078363424	-0.230700357	-0.485116718	-0.411489378	-0.450954743	-0.191307121	-0.044898495	-0.46551083
b3569	xylR	-0.115910466	-0.228934266	0.161981502	0.059758052	-0.175932998	-0.085136419	-0.009985476	-0.033304464	0.10799995	0.056657501	-0.161131174	-0.273219826	-0.350283549	-0.261533014	-0.006186899	0.126008293	-0.215886748
b3570	bax	-0.128651281	-0.176268067	0.335403859	0.177932381	-0.323702056	-0.422480511	-0.375964655	0.065346813	0.098227387	0.535062476	1.465656506	0.172301503	0.267562286	-0.166085775	-0.385637601	-0.100823212	-0.464871009
b3571	malS	0.126314577	-0.10260839	-0.682009685	-1.139626885	0.082831416	-0.498216648	-0.127365947	-0.393224584	-0.017199273	0.089547299	-0.783974628	-0.274639109	-0.640337578	-0.652709709	-0.874780902	-0.127343678	-0.309721863
b3572	avtA	-0.112946967	0.023619419	0.392225541	0.436425326	0.01156577	-0.289104246	-0.653479803	-0.371048608	-0.718179944	-0.66860712	0.472334703	0.007490219	0.704828406	0.069203782	-0.653738317	-0.509114094	-0.4767593
b3573	ysaA	-0.309948777	-0.180660786	0.170205241	0.279530477	-0.186839786	-0.108464391	-0.069558324	0.215176089	-0.040478049	0.027552458	0.394660236	0.154686927	-0.224886623	-0.136136088	0.078450145	0.090041927	-0.090489822
b3574	yiaJ	0.192961739	0.181049695	-0.139860886	-0.362555467	0.179794371	-0.370781641	-0.179480312	-0.730189582	-0.098567902	0.130666663	-0.955798887	-0.49081315	-0.701631646	-0.525724573	-0.568743806	-0.456715201	-0.551769777
b3575	yiaK	-0.12196767	-0.043449381	0.089812828	0.110480554	-0.014782519	-0.040401099	0.209447636	0.179308149	-0.123674199	0.16999003	0.213187779	0.070715737	-0.12050066	-0.314291042	-0.073305264	-0.016645085	-0.156466133
b3576	yiaL	-0.324936374	-0.19567713	-0.00904215	-0.013495536	-0.189149436	-0.123480734	-0.079950219	-0.038656378	0.035721039	0.231993452	-0.050750592	0.059827131	-0.239902967	-0.151152432	0.168901388	0.145498212	-0.042107705
b3577	yiaM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3578	yiaN	-0.176465726	-0.047177735	0.204285507	0.213195994	0.537669172	1.954600465	0	0	0	0.030979629	0.465310468	-0.014339848	-0.091403572	-0.002653036	0	0	0
b3579	yiaO	-0.294616495	-0.003967257	0.105235935	0.08078458	-0.152924873	0.097116982	0.247214327	-0.017959038	0.441821219	0.217156203	-0.198352793	-0.32422278	-0.401286503	-0.312535968	-0.0921214	-0.103272105	-0.266889702
b3580	lyx	-0.076432692	-0.053232485	0.01149436	0.091122888	0.146962856	0.659739912	0.61052493	0.520869295	0.321641913	0.04252327	-0.227752875	-0.889124444	-0.979649531	-0.746531951	-0.316934301	-0.30951611	-0.363650709
b3581	sgbH	0.104856208	0.043250735	-0.138293211	0.091507325	0.848829565	0.342272771	0.494325736	0.451468263	0.834467507	0.377406054	-0.190342873	-0.198605952	-0.492144868	-0.425497226	-0.159813846	-0.427015447	-0.569389384
b3582	sgbU	-0.24010742	-0.097162416	-0.074404167	-0.137696573	-0.286978615	-0.13268248	-0.059792613	0.346163953	0.412383538	0.25226454	0.574754802	0.041365943	-0.375244545	-0.155973884	-0.087397487	-0.194712432	0.041095502
b3583	sgbE	-0.007107838	-0.133312566	-0.505024127	-0.795643486	-0.120008283	-0.635093255	-0.376581136	-0.659858938	-0.347352485	-0.16983127	-0.69000138	-0.291754187	-0.712100135	-0.446532861	-0.330291175	-0.032376152	-0.331086249
b3584	yiaT	0.120885218	0.21395108	-0.028005451	0.375850638	0.737764721	0.472627569	1.058985658	1.000044802	0.320702042	0.213007571	-0.133369955	-0.483650756	0.00629103	-0.300636459	-0.376424958	0.190142445	-0.16529184
b3585	yiaU	0.067762033	0.230518639	-0.037212863	0.012844809	-0.189497729	-0.395630798	-0.018470554	0.006558495	-0.003433815	-0.133991135	-0.825353633	-0.49915303	-0.804090457	-0.606083943	-0.435177019	-0.576201934	-0.55193559
b3586	yiaV	-0.321244629	-0.020881353	0.21393626	0.102370911	-0.121969931	-0.125135957	0.025594493	-0.076282256	0.004151635	0.100333253	-0.238656369	-0.249139006	-0.332932415	-0.266884826	0.047935794	0.049158708	-0.217603706
b3587	yiaW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3588	aldB	0.030957932	-0.148677152	-0.217089326	-0.153568184	0.131656546	0.461438588	0.861268293	1.595223299	1.352566557	0.948677386	0.859779743	-0.780848428	-0.900173778	-0.762143003	0.299172358	1.086610489	1.078858149
b3589	yiaY	-0.090397912	-0.085722055	0.013775348	0.021507882	-0.002095962	0.114140565	-0.151673453	-0.289791334	-0.334582315	-0.239288416	0.24756573	0.075331823	0.04073776	0.0713238	-0.357874919	-0.404002198	-0.464172527
b3590	selB	-0.186545148	-0.222014226	-0.236288746	-0.316940164	-0.067489853	-0.476353542	-0.363511875	-0.496281728	-0.46542527	0.005326372	-0.065458844	-0.153698594	-0.20419654	-0.378068275	-0.406525436	-0.064042227	-0.522608359
b3591	selA	-0.499522159	-0.25317795	0.216764484	0.258754803	-0.066053195	-0.180404887	-0.259131706	-0.213213416	-0.23005143	0.047066043	0.542320662	0.171997108	0.103247956	0.171256759	-0.121192083	-0.116445607	-0.280063204
b3592	yibF	-0.081002673	-0.040166821	0.098359827	0.08774757	-0.062518317	0.158110352	-0.491322084	-0.622488845	-0.888415091	-0.403032779	0.437935768	0.187016255	0.444655834	0.039097795	-0.836471589	-0.234404341	-0.515430308
b3593	rhsA	-0.272672251	-0.220139331	-0.066160417	-0.14451838	-0.137052554	-0.142230347	0.025721728	0.147832371	0.021161113	0.079230525	0.005387131	-0.24188788	-0.321157597	-0.230955463	0.0601803	0.280594075	0.116676228
b3594	yibA	-0.093748637	0.054193004	0.41764846	0.979128179	-0.81143362	-0.257973743	-0.016733134	0.558160482	-0.964399616	-0.675097696	0.43944274	-0.963112548	0.353018468	-1.385194926	-0.302036015	0.458843525	0.456073007
b3595	yibJ	-0.255679484	-0.221038918	0.00076809	-0.135412834	-0.210447652	-0.383958653	-0.181575721	0.084223705	-0.145053451	0.013340267	0.098411294	-0.096519459	-0.307036564	-0.089733803	0.076392435	0.096389098	0.018964711
b3596	yibG	0.678806745	-0.652571756	0.124760587	-0.486105123	-0.764860351	-0.074183757	0.0200221	0.502337514	0.31893278	-0.567576272	1.008290751	-0.251549353	0.390546624	0.209679334	-0.810646924	-0.805900448	-0.965838568
b3597	yibH	-0.049439456	0.037341987	0.020874552	-0.021154042	0.012393716	0.07827074	0.215778349	0.061275682	0.137036241	0.094165476	-0.33682313	-0.542767524	-0.488180458	-0.430199773	0.001235292	0.063776838	-0.019059283
b3598	yibI	0.15864413	-0.348928131	0.024993749	-0.170803128	-0.371714255	-0.291321158	-0.205198261	0.604721059	0.287375662	0.137070886	0.383956371	-0.3047083	-0.409761092	-0.106120527	0.195532539	0.17889378	-0.06079714
b3599	mtlA	0.027486713	0.24817081	-0.010766748	0.108934869	0.165065188	0.501449057	0.649152403	0.745362706	0.340787013	0.32686043	0.175014604	-0.276038241	-0.142593787	-0.192811555	0.219004487	0.60661659	0.410914248
b3600	mtlD	0.738257875	0.130076194	0.231301561	0.210753415	0.338706125	-0.196644101	-0.344175431	0.744178373	-0.222423934	-0.405307466	0.087614739	-0.222290156	-0.274945587	-0.266042984	-0.261073033	0.745640312	0.214158359
b3601	mtlR	-0.209287924	-0.197817228	0.272470252	0.16594738	-0.054986071	-0.072140496	0.617980564	1.051362901	0.812323665	0.571479981	-0.022105465	-0.186377402	-0.289584092	-0.384780068	0.508862092	1.215290689	1.101165801
b3602	yibL	-0.421572277	-0.422766991	0.138064014	-0.101857287	-0.206606357	-0.107145134	-0.286652802	-0.078077339	-0.179642533	-0.09818535	0.068495223	-0.154752614	-0.336774861	-0.176694628	-0.000998466	-0.03242178	-0.219501984
b3603	lldP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3604	lldR	-0.158824676	-0.029536685	0	0	-0.035715684	0.662521083	0.480003143	0.607807563	0.661651528	0.225621728	0.241888733	0	-0.073762522	0	0.062154206	0.234220556	0.617150738
b3605	lldD	0.283056242	0.026956527	-0.2098431	-0.210260974	0.48417423	0.188658843	-0.139437711	0.252376891	0.470884839	-0.029420684	-0.826884235	-0.591143934	-0.578872657	-0.409042331	-0.573514251	-0.496587056	-0.227839764
b3606	yibK	-0.070343812	-0.078703985	0.011113314	0.103136539	0.172509707	0.372056938	0.467441038	0.695189302	-0.115041197	-0.362956598	0.001253515	-0.038567274	-0.360711276	0.000252328	-0.165172094	-0.51126946	-0.264571506
b3607	cysE	-0.230987401	-0.141256901	0.311806575	0.140719751	-0.23942351	0.159409981	-0.549472566	-0.435117012	-0.490685359	-0.098549822	0.534032041	0.156729068	0.574343454	0.238052249	-0.228262848	-0.027631863	-0.142731311
b3608	gpsA	0.404536727	0.220496521	0.480903831	0.41343298	0.524902605	0.269260924	-0.100888514	0.457018876	-0.00800824	-0.587868324	0.0865149	0.249957715	0.328513634	0.623931128	0.486373711	0.658133365	0.387731956
b3609	secB	-0.059846461	0.049781575	0.122944912	0.256353756	0.191803211	0.861940808	0.434173965	0.319746012	0.308594879	0.3479366	0.245958695	-0.327118186	0.029927879	0.010000192	-0.048196832	0.18834735	0.002057291
b3610	grxC	-0.610419449	0.462867178	0.514268798	0.276792116	-0.36803811	-0.327481362	-0.6004957	-0.593967528	-0.135556289	-0.018785583	0.304721749	0.020933249	0.355547569	0.474769902	-0.347033628	-0.370429368	-0.575484952
b3611	yibN	0.054207773	-0.016126579	-0.265287257	-0.518361909	0.033486299	-0.188808979	-0.064128831	-0.100735813	-0.165137314	0.102927681	-0.012149055	0.077673728	-0.002528621	-0.037225243	-0.255075069	0.107881883	-0.126502767
b3612	yibO	-0.064612226	-0.139656763	-0.203381999	-0.4390986	0.00886227	-0.207550771	-0.236467833	-0.16548714	-0.363391661	-0.02487617	0.221553878	0.026762088	0.068140468	-0.093876287	-0.439420617	-0.146309586	-0.349170334
b3613	yibP	-0.386380516	-0.360168398	-0.041154102	-0.100044805	0.053152422	-0.175765909	-0.05922309	-0.352577507	0.024774096	-0.417558646	-0.196174999	-0.712292745	-0.224415669	-0.822222345	-0.828214178	-0.680614015	-0.701179361
b3614	yibQ	-0.068764243	-0.169126299	0.016870071	-0.069794742	-0.095432427	-0.176984531	-0.184584146	0.026580432	-0.311346409	-0.267500467	0.10050914	-0.053087824	-0.148972337	-0.201582693	-0.386335435	-0.402765258	-0.395492585
b3615	yibD	0	0	0.201246695	0.383796851	0	0	0	0	0	0	0.307335611	0.549588512	0.979117535	1.15931023	0	0.100606801	0
b3616	tdh	-0.265728509	-0.196336301	-0.003949434	0.035899534	-0.283721759	-0.080968249	0.294780066	0.280711984	0.201419219	0.230214644	0.343834061	0.030270292	0.034384625	0.115843608	0.380131854	0.769813252	0.340196077
b3617	kbl	0.127505295	0.083619922	0.048992124	0.058769078	-0.067454356	-0.094364758	-0.258186453	-0.159246192	-0.387158891	-0.384134805	0.189902352	0.004419528	0.095914959	0.126824928	-0.158287789	-0.278181501	-0.403330105
b3618	htrL	-0.144280563	-0.098126378	0.044113876	0.019876943	-0.064368031	-0.170321275	-0.165223968	0.068056078	-0.269750419	-0.077765944	0.137269608	-0.07997292	-0.22655203	-0.157108699	-0.154541924	-0.117174604	-0.261487231
b3619	rfaD	-0.134548845	0.026800755	0.298359483	0.567487316	0.238132387	0.560494727	0.35168071	0.133051844	0.018915749	-0.012678195	0.397138411	-0.18668583	0.552460595	-0.10423272	-0.433023614	-0.011837633	-0.082893397
b3620	rfaF	-0.334102499	-0.187734242	0.242568403	0.195087282	-0.210993507	-0.132618112	-0.093712045	-0.047793756	-0.06463177	0.048123467	0.152464209	-0.171976621	-0.014542047	-0.160289809	0	0	-0.114643543
b3621	rfaC	-0.387934361	-0.132001614	0.297330808	0.090857046	-0.314228195	-0.728286773	-0.689380706	-0.509612426	-0.250031905	-0.289076169	-0.021534019	-0.157979621	-0.051779316	-0.388448553	-0.40580486	-0.238198377	-0.127217048
b3622	rfaL	-0.401213039	0.015304031	0.635402917	0.478637605	-0.1941985	-0.224812604	-0.185906537	-0.139988248	-0.156826262	-0.117014301	-0.152082462	-0.264171113	-0.341234837	-0.252484302	-0.047966914	-0.043220439	-0.206838035
b3623	waaU	0	0	0	0.12518934	0	0	0	0	0	0	0	0	0	0	0	0	0
b3624	rfaZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3625	rfaY	0.254302587	0.163353702	-0.04140723	0.297775868	0.928588616	0.751495127	0.758801192	0.358511975	0.952923121	0.367146466	-0.343919489	-0.105651481	0.679043991	0.080120267	-0.040433858	-0.474645134	0.186647301
b3626	rfaJ	-0.535489599	-0.01226655	0.577541573	0.586659533	-0.500921218	-0.422545823	-0.383639756	-0.337721466	-0.354559481	-0.314747519	-0.34981568	-0.461904332	-0.172404953	-0.38265568	-0.10211024	-0.240953657	-0.404571254
b3627	rfaI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3628	rfaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3629	rfaS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
